text-small,f-m-20,f-m-20 2,
"05 Jul 2025
					00:33:20",Pengumuman Bursa Pencatatan Awal Obligasi dan Sukuk [],BBNI,Bursa mengumumkan pencatatan awal Obligasi Berlandaskan Keberlanjutan Berlanjut I seri A dan B milik BBNI
"07 Jul 2025
					19:15:30",Laporan Bulanan Registrasi Pemegang Efek [],BBNI,Laporan Bulanan Registrasi Pemegang Efek BBNI menunjukkan
"08 Jul 2025
					06:30:47",Penyampaian Informasi Pencatatan Efek atas Penerbitan Obligasi Berlandaskan Keberlanjutan (Sustainability Bond) Berkelanjutan I Bank BNI Tahap I [],BBNI,BBNI menyampaikan informasi pencatatan efek atas penerbitan Obligasi Berlandaskan Keberlanjutan Berlanjut I
"25 Jul 2025
					09:37:09",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BBNI,"Laporan Keuangan Interim BBNI menunjukkan  pendapatan sebesar Rp33,614,022 juta, laba periode berjalan sebesar Rp10,488,009 juta dan total aset sebesar Rp1,201,653,267 juta"
"25 Jul 2025
					14:14:02",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BBNI,BBNI menyampaikan bukti iklan informasi laporan keuangan interim melalui media situs web IDX dan perseroan
"25 Jul 2025
					16:37:16",Perseroan menyelenggarakan Earnings Call Kinerja  [],BBNI,BBNI menyelenggarakan Earnigs Call Kinerja
"30 Jul 2025
					18:29:30",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],BBNI,BBNI melaporkan perubahan kepemilikan saham seorang direksi yang menjual 75.000 saham atas alasan penjualan saham
"01 Jul 2025
					18:23:49",Penjelasan atas Pemberitaan Media Massa [],BBRI,BBRI memberikan klarifikasi atas pemberitaan kasus korupsi pengadaan EDC
"10 Jul 2025
					14:37:34",Perubahan Struktur Pemegang Saham [],BBRI,"BBRI melaporkan perubahan struktur pemegang saham yang menunjukkan penurunan kepemilikan saham Scripless sebesar 0,006% dan kenaikan jumlah pemegang saham sebanyak 15.491 pemegang"
"15 Jul 2025
					15:50:59",Laporan Penggunaan Dana Hasil Penawaran Umum [],BBRI,BBRI melaporkan penggunaan dana hasil penawaran umum Obligasi Berwawasan Sosial Berkelanjutan I
"15 Jul 2025
					15:55:18",Laporan Pengalihan Kembali Saham Hasil Buy Back [],BBRI,BBRI melaporkan pengalihan kembali saham hasil buyback dengan jumlah Saham hasil buyback yang belum dialihkan sebanyak 293.932.300 saham
"15 Jul 2025
					15:56:17",Laporan Pengalihan Kembali Saham Hasil Buy Back [],BBRI,BBRI melaporkan pengalihan kembali saham hasil buyback yang dialihkan sebanyak 39.111.200 saham dan jumlah saham hasil buyback yang belum dialihkan sebanyak 608.274.700 saham
"22 Jul 2025
					18:07:10",Jatuh Tempo Obligasi / Sukuk Korporasi [],BBRI,Bursa menyampaikan jatuh tempo Obligasi Berwawasan Lingkungan Berkelanjutan I milik BBRI
"31 Jul 2025
					14:10:09",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BBRI,"Laporan Keuangan Interim BBRI menunjukkan pendapatan sebesar Rp102,376,278 juta, laba periode berjalan sebesar Rp26,533,147 juta dan total aset sebesar Rp2,106,370,947 juta"
"31 Jul 2025
					16:28:56",Analyst Meeting Kinerja Keuangan BRI Triwulan II [],BBRI,BBRI memaparkan kinerja keuangan triwulan II tahun ini
"02 Jul 2025
					18:35:19",Perubahan Komite Audit [],BBTN,BBTN melaporkan perubahan komite audit berupa ketua dan anggota-anggota baru
"07 Jul 2025
					17:07:40",Jatuh Tempo Obligasi / Sukuk Korporasi [],BBTN,Bursa mengumumkan jatuh tempo Obligasi Berkelanjutan II BBTN
"08 Jul 2025
					18:45:14",Laporan Bulanan Registrasi Pemegang Efek [],BBTN,Laporan Bulanan Registrasi Pemegang Efek BBTN menunjukkan penurunan pemegang saham sebanyak 549 pemegang
"10 Jul 2025
					18:15:17",Laporan Pembayaran Bunga Ke-40 (Empat Puluh) Obligasi Berkelanjutan II Bank BTN Tahap Seri D [],BBTN,BBTN melaporkan pembayaran bunga ke-40 (empat puluh) Obligasi Berkelanjutan II 
"16 Jul 2025
					19:22:24",Informasi Kupon [],BBTN,"BBTN menginformasikan pembayaran kupon Obligasi Berkelanjutan III senilai Rp30,838,500,000"
"21 Jul 2025
					22:31:03",Transaksi Afiliasi [],BBTN,BBTN melaporkan transaksi afiliasi dengan PT Brantas Abipraya atas objek transaksi berupa Jasa Kontraktor Pembangunan BTN Kantor senilai Rp121.500.000.000
"21 Jul 2025
					22:31:51",Transaksi Afiliasi [],BBTN,BBTN melaporkan transaksi afiliasi dengan PT Nindya Karya atas objek transaksi berupa Jasa Kontraktor Pembangunan BTN Kantor senilai Rp132.001.000.000
"28 Jul 2025
					18:10:10",Perubahan Nama Kantor Akuntan Publik [],BBTN,BBTN melaporkan perubahan nama kantor akuntan publik
"01 Jul 2025
					18:36:47",Penyampaian Bukti Iklan Pemberitahuan RUPS [],BMRI,"BMRI menyampaikan bukti pemberitahuan RUPS melalui media situs web perseroan, IDX dan KSEI"
"09 Jul 2025
					18:03:09",Laporan Bulanan Registrasi Pemegang Efek [],BMRI,"Laporan Bulanan Registrasi Pemegang Efek BMRI menunjukkan kenaikan jumlah saham scripless dimiliki oleh Afiliasi dari Pengendali kurang dari 5% dan penurunan jumlah saham free float sebesar 0,09% serta kenaikan jumlah pemegang saham sebanyak 5.007 pemegang"
"13 Jul 2025
					06:11:20",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],BMRI,BMRI melakukan pemanggilan RUPSLB yang membahas perubahan pengurus perseroan 
"14 Jul 2025
					17:32:08",Penyampaian Bukti Iklan Panggilan RUPS [],BMRI,"BMRI menyampaikan bukti pemberitahuan RUPS melalui media situs web perseroan, IDX dan KSEI"
"24 Jul 2025
					20:10:35",Perubahan Nama Kantor Akuntan Publik [],BMRI,BMRI melaporkan perubahan nama kantor akuntan publik
"04 Jul 2025
					17:55:00",Rencana Penyampaian Laporan Keuangan Kuartal II Diaudit [],BRIS,BRIS menyampaikan rencana penyampaian Laporan Keuangan Kuartal II tahun ini
"07 Jul 2025
					18:32:49",Laporan Bulanan Registrasi Pemegang Efek [],BRIS,"Laporan Bulanan Registrasi Pemegang Efek BRIS menunjukkan kenaikan jumlah saham free float sebesar 0,01% dan kenaikan jumlah pemegang saham sebanyak 11.596 pemegang"
"14 Jul 2025
					17:52:01",Laporan Penggunaan Dana Hasil Penawaran Umum [],BRIS,BRIS melaporkan penggunaan dana hasil penawaran umum Sukuk Mudharabah Berlandaskan Keberlanjutan Berkelanjutan I
"04 Jul 2025
					17:05:02",Laporan Pengalihan Kembali Saham Hasil Buy Back [],BRPT,BRPT melaporkan pengalihan kembali saham hasil buyback sejumlah 146.678.914 saham dan jumlah saham hasil buyback yang belum dialihkan sebanyak 42.771.815 saham
"08 Jul 2025
					16:27:59",Laporan Bulanan Registrasi Pemegang Efek [],BRPT,Laporan Bulanan Registrasi Pemegang Efek BRPT menunjukkan penurunan pemegang saham sebanyak 5.131 pemegang
"10 Jul 2025
					16:01:39",Laporan Penggunaan Dana Hasil Penawaran Umum [],BRPT,BRPT melaporkan penggunaan dana hasil penawaran umum Obligasi Berkelanjutan III 
"10 Jul 2025
					18:26:23",Pengumuman Bursa Pencatatan Awal Obligasi dan Sukuk [],BRPT,Bursa mengumumkan pencatatan awal Obligasi Berlandaskan Keberlanjutan Berlanjut IV seri A dan B milik BRPT
"31 Jul 2025
					19:50:32",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BRPT,"Laporan Keuangan Interim BRPT menunjukkan pendapatan sebesar 3,228,598 ribu USD, laba periode berjalan sebesar 1,723,863 ribu USD dan total aset sebesar 15,190,021 ribu USD"
"31 Jul 2025
					20:03:40",Siaran Pers PT Barito Pacific Tbk terkait dengan Kinerja Konsolidasian Perseroan Yang Tidak Diaudit [],BRPT,BRPT memberikan siaran pers terkait kinerja konsolidasian perseroan paruh tahun ini
"07 Jul 2025
					16:39:45",Laporan Bulanan Registrasi Pemegang Efek [],CPIN,Laporan Bulanan Registrasi Pemegang Efek CPIN menunjukkan penurunan pemegang saham sebanyak 607 pemegang
"31 Jul 2025
					15:57:46",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],CPIN,"Laporan Keuangan Interim CPIN menunjukkan pendapatan sebesar Rp33,061,683 juta, laba periode berjalan sebesar Rp1,904,576 juta dan total aset sebesar Rp43,149,273 juta"
"10 Jul 2025
					10:34:21",Laporan Bulanan Registrasi Pemegang Efek [],CTRA,Laporan Bulanan Registrasi Pemegang Efek CTRA menunjukkan penurunan jumlah saham scripless dimiliki oleh pemegang saham kurang dari 5% dari 13.367.670.385 ke 12.359.920.385 dan penurunan jumlah saham scripless dimiliki oleh Pengendali kurang dari 5% dari 4.888.750.000 menjadi 3.881.000.000 serta pengurangan jumlah pemegang saham sebanyak 461 pemegang
"31 Jul 2025
					11:59:12",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],CTRA,"Laporan Keuangan Interim CTRA menunjukkan pendapatan sebesar Rp5,881,870 juta, laba periode berjalan sebesar Rp1,320,532 juta dan total aset sebesar Rp47,197,578 juta"
"04 Jul 2025
					10:42:18",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],EXCL,EXCL memberitahukan rencana RUPSLB yang akan dilakukan pada bulan mendatang secara fisik
"07 Jul 2025
					18:50:30",Rencana Penyampaian Laporan Keuangan Kuartal II Diaudit [],EXCL,EXCL menyampaikan rencana penyampaian Laporan Keuangan Kuartal II tahun ini
"10 Jul 2025
					13:13:23",Laporan Bulanan Registrasi Pemegang Efek [],EXCL,"Laporan Bulanan Registrasi Pemegang Efek EXCL menunjukkan pengurangan kepemilikan saham seorang direksi dari 539.866 saham menjadi 0 dan kenaikan jumlah saham free float sebesar 0,01% serta penurunan jumlah pemegang saham sebanyak 1.733 pemegang"
"15 Jul 2025
					20:04:21",Laporan Pengalihan Kembali Saham Hasil Buy Back [],EXCL,EXCL melaporkan pengalihan kembali saham hasil buyback yang belum dialihkan sebanyak 1.038.188.987 saham 
"18 Jul 2025
					20:58:33",Informasi Ijarah Fee [],EXCL,"EXCL menginformasikan pembayaran ijarah fee Sukuk Ijarah Berkelanjutan II seri D dan E senilai Rp91,523,460  dan Rp380,465,480"
"18 Jul 2025
					21:00:03",Informasi Kupon [],EXCL,"EXCL menginformasikan pembayaran kupon Obligasi Berkelanjutan I seri D dan E senilai Rp171,473,560 dan Rp322,850,400"
"21 Jul 2025
					16:54:43",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],EXCL,EXCL melakukan pemanggilan RUPSLB yang membahas persetujuan perubahan susunan direksi
"28 Jul 2025
					16:24:45",Informasi Ijarah Fee [],EXCL,"EXCL menginformasikan pembayaran ijarah fee Sukuk Ijarah Berkelanjutan I seri E senilai Rp8,181,600,000"
"30 Jul 2025
					19:08:54",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],EXCL,EXCL melaporkan perubahan kepemilikan saham direksi yang menjual 539.800 saham atas alasan penjualan saham
"09 Jul 2025
					18:20:40",Laporan Bulanan Registrasi Pemegang Efek [],GOTO,"Laporan Bulanan Registrasi Pemegang Efek GOTO menunjukkan penurunan jumlah saham scripless dimiliki oleh Direksi dan Dewan Komisaris kurang dari 5% dari 2.906.021.291 menjadi 1.704.640.078, kenaikan jumlah saham treasury dari 30.211.417.803 menjadi 32.186.417.803 dan kenaikan jumlah pemegang saham sebanyak 10.456"
"14 Jul 2025
					18:01:53",Laporan Perubahan Penggunaan Dana Hasil Penawaran Umum [],GOTO,GOTO melaporkan penggunaan dana hasil penawaran umum IPO saham
"15 Jul 2025
					16:56:09",Penjelasan atas Pemberitaan Media Massa [],GOTO,GOTO memberikan klarifikasi atas pemberitaan dugaan korupsi laptop / chromebook dan menjelaskan bahwa perseroan tidak terlibat dengan kasus yang disebutkan
"18 Jul 2025
					16:44:11",Rencana Penyampaian Laporan Keuangan Kuartal II Ditelaah secara terbatas [],GOTO,GOTO menyampaikan rencana penyampaian Laporan Keuangan Kuartal II tahun ini
"10 Jul 2025
					17:06:43",Laporan Bulanan Registrasi Pemegang Efek [],ICBP,Laporan Bulanan Registrasi Pemegang Efek ICBP menunjukkan kenaikan pemegang saham sebanyak 422 pemegang
"31 Jul 2025
					18:46:18",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ICBP,"Laporan Keuangan Interim ICBP menunjukkan pendapatan sebesar Rp37,60 triliun, laba periode berjalan sebesar Rp6,21 triliun dan total aset sebesar Rp131,99 triliun"
"31 Jul 2025
					19:00:32",Penyampaian Siaran Pers Kinerja Keuangan PT Indofood CBP Sukses Makmur Tbk [],ICBP,ICBP menyampaikan siaran pers kinerja keuangan PT Indofood CBP Sukses Makmur Tbk
"07 Jul 2025
					16:12:07",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],INCO,INCO melaporkan perubahan kepemilikan saham seorang komisaris yang menjual 131.200 saham atas alasan penjualan saham
"07 Jul 2025
					16:43:46",Laporan Bulanan Registrasi Pemegang Efek [],INCO,Laporan Bulanan Registrasi Pemegang Efek INCO menunjukkan penurunan pemegang saham sebanyak 391 pemegang
"09 Jul 2025
					15:58:09",Laporan Penggunaan Dana Hasil Penawaran Umum [],INCO,INCO melaporkan penggunaan dana hasil penawaran umum Right Issue
"15 Jul 2025
					11:35:10",Laporan Bulanan Aktivitas Eksplorasi [],INCO,"Laporan Bulanan Aktivitas Eksplorasi INCO menunjukkan penggunaan biaya sebesar 1.506.738,84 USD untuk aktivitas berupa pengeboran, survei geofisika, dan core drilling"
"21 Jul 2025
					13:26:31",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],INCO,INCO memberikan ringkasan risalah RUPSLB yang membahas perubahan susunan pengurus perseroan
"21 Jul 2025
					22:25:23",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],INCO,INCO melakukan pemanggilan RUPSLB yang membahas perubahan susunan pengurus perseroan
