text-small,f-m-20,f-m-20 2,
"29 Agt 2025
					17:00:42",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AMMN,AMMN melaporkan perubahan kepemilikan saham milik direksi yang menjual 282.991.120 saham atas alasan investasi pribadi
"29 Agt 2025
					17:02:27",Penjelasan atas Volatilitas Transaksi [],AMMN,AMMN memberikan penjelasan bahwa pihak mereka tidak mengetahui penyebab volitilitas transaksi yang terjadi
"07 Agt 2025
					09:54:51",Laporan Bulanan Registrasi Pemegang Efek [],AMRT,"Laporan Bulanan Registrasi Pemegang Efek AMRT menunjukkan peningkatan jumlah saham free float sebanyak 0,01% dan kenaikan jumlah pemegang saham sebanyak 1.587 pemegang"
"04 Agt 2025
					08:19:53",Transaksi Material Tanpa Persetujuan RUPS [],ANTM,"ANTM melaporkan transaksi material tanpa persetujuan RUPS berupa penandatanganan Perjanjian Fasilitas Kredit senilai Rp500.000.000 yang telah diumumkan pada stius web perseroan, situs web IDX dan situs web ASX"
"06 Agt 2025
					09:35:32",Laporan Bulanan Registrasi Pemegang Efek [],ANTM,Laporan Bulanan Registrasi Pemegang Efek ANTM menunjukkan kenaikan pemegang saham sebanyak 9.824 pemegang
"07 Agt 2025
					17:46:29",ANTAM Luncurkan Emas Edisi Khusus Simfoni Ibu Pertiwi [],ANTM,ANTM meluncurkan emas edisi khusus Simfoni Ibu Pertiwi untuk melambangkan upaya pelestarian nilai budaya dan cinta tanah air
"08 Agt 2025
					17:55:00",ANTAM Dukung Perlindungan dan Pengelolaan Ekosistem Mangrove di Kalimantan Barat [],ANTM,ANTM menyampaikan rilis mengenai perlindungan dan pengelolaan ekosistem mangrove di Kalimantan Barat
"27 Agt 2025
					18:47:58",Rencana Penyelenggaraan Public Expose - Tahunan [],ANTM,ANTM menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas presentasi perusahaan dan press conference
"29 Agt 2025
					17:09:42",Penyampaian Laporan Keuangan Konsolidasian Interim untuk Tanggal dan Periode Enam Bulan (Limited Review)  [],ANTM,"ANTM menyampaikan laporan keuangan konsolidasian interim enam bulan yang menunjukkan laba periode berjalan Rp5,143,471 juta, jumlah ekuitas Rp33,706,499 juta dan jumlah aset Rp48,378,149 juta"
"29 Agt 2025
					18:21:50","Laba ANTAM Meningkat 240% di Semester I, Nikel dan Emas Jadi Pendorong Utama []",ANTM,ANTM menyampaikan rilis mengenai kenaikan laba sebesar 240% di semester I yang didorong oleh emas dan nikel
"29 Agt 2025
					20:43:52",Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],ANTM,"Laporan Keuangan Interim ANTM menunjukkan pendapatan sebesar Rp59,02 triliun, laba periode berjalan sebesar Rp5,14 triliun dan total aset sebesar Rp48,38 triliun"
"01 Agt 2025
					16:50:23",Informasi atau Fakta Material lainnya. [],ARTO,ARTO memberikan informasi mengenai pengangkatan anggota dewan komisaris
"01 Agt 2025
					16:50:42",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],ARTO,ARTO menyampaikan bukti iklan informasi laporan keuangan interim melalui situs web perseroan
"06 Agt 2025
					16:53:43",Laporan Bulanan Registrasi Pemegang Efek [],ARTO,Laporan Bulanan Registrasi Pemegang Efek ARTO menunjukkan kenaikan pemegang saham sebanyak 739 pemegang
"22 Agt 2025
					15:37:22",Penjelasan atas Volatilitas Transaksi [],ARTO,ARTO memberikan penjelasan bahwa pihak mereka tidak mengetahui penyebab volitilitas transaksi yang terjadi
"27 Agt 2025
					19:41:59",Rencana Penyelenggaraan Public Expose - Tahunan [],ARTO,ARTO menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas paparan kinerja perseroan sampai tengah tahun ini serta strategi dan prospek perusahaan
"01 Agt 2025
					17:06:50",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ASII,ASII melaporkan perubahan kepemilikan saham seorang direksi yang membeli 313.271.000 saham untuk alasan investasi
"07 Agt 2025
					16:41:55",Laporan Bulanan Registrasi Pemegang Efek [],ASII,Laporan Bulanan Registrasi Pemegang Efek ASII menunjukkan penurunan pemegang saham sebanyak 20.402 pemegang
"13 Agt 2025
					17:00:24",Rencana Penyelenggaraan Public Expose - Tahunan [],ASII,ASII menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas kinerja perseroan semester sebelumnya
"22 Agt 2025
					09:30:38",Penyampaian Materi Public Expose - Tahunan [],ASII,ASII menyampaikan materi public expose tahunan yang membahas performa finansial dan pekembangan bisnis di paruh awal tahun
"06 Agt 2025
					11:01:08",Laporan Bulanan Registrasi Pemegang Efek [],BBCA,Laporan Bulanan Registrasi Pemegang Efek BBCA menunjukkan kenaikan pemegang saham sebanyak 27.678 pemegang
"15 Agt 2025
					18:00:19",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],BBCA,BBCA melaporkan perubahan kepemilikan saham seorang komisaris yang menjual 1.000.000 saham dengan alasan diversifikasi portofolio
"20 Agt 2025
					12:52:23",Penjelasan atas Pemberitaan Media Massa [],BBCA,BBCA memberikan klarifikasi atas pemberitaan mengenai kasus akuisisi 51% saham BCA
"27 Agt 2025
					15:06:42",Rencana Penyelenggaraan Public Expose - Tahunan [],BBCA,BBCA menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas presentasi perusahaan dan konferensi pers
"07 Agt 2025
					20:15:52",Laporan Bulanan Registrasi Pemegang Efek [],BBNI,"Laporan Bulanan Registrasi Pemegang Efek BBNI menunjukkan penurunan kepemilikan saham oleh beberapa direksi sebesar 0,0005% dan penurunan jumlah saham free float sebesar 0,05% serta kenaikan jumlah pemegang saham sebanyak 1.653 pemegang"
"22 Agt 2025
					11:43:04",Rencana Penyelenggaraan Public Expose - Tahunan [],BBNI,BBNI menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas laporan kinerja II tahun ini serta prospek dan strategi perusahaan 
"01 Agt 2025
					23:01:12",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BBRI,BBRI menyampaikan bukti iklan informasi laporan keuangan interim melalui media cetak Bisnis Indonesia dan Kontan
"08 Agt 2025
					16:14:00",Laporan Bulanan Registrasi Pemegang Efek [],BBRI,Laporan Bulanan Registrasi Pemegang Efek BBRI menunjukkan penurunan pemegang saham sebanyak 4.451 pemegang
"07 Agt 2025
					18:37:17",Laporan Bulanan Registrasi Pemegang Efek [],BBTN,Laporan Bulanan Registrasi Pemegang Efek BBTN menunjukkan penurunan pemegang saham sebanyak 1.024 pemegang
"16 Agt 2025
					04:08:56",Jatuh Tempo Obligasi / Sukuk Korporasi [],BBTN,Bursa mengumumkan jatuh tempo Obligasi Berkelanjutan IV BBTN bernilai Rp196.000.000.000
"21 Agt 2025
					18:26:51",Laporan Pembayaran Pelunasan Pokok & Bunga Ke-20 (Dua Puluh) Obligasi Berkelanjutan IV Bank BTN [],BBTN,BBTN melaporkan pembayaran pelunasan pokok dan bunga Obligasi Berkelanjutan IV
"25 Agt 2025
					18:43:31",Rencana Penyelenggaraan Public Expose - Tahunan [],BBTN,BBTN menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas pemaparan kinerja perseroan dan press conference
"27 Agt 2025
					20:44:17",Penyampaian Materi Analyst Meeting PT Bank Tabungan Negara (Persero) Tbk [],BBTN,"BBTN menyampaikan materi analyst meeting yang berisikan inisiatif digital, rencana dan perkembangan ESG, kondisi keuangan, bisnis syariah dan topik lainnya"
"28 Agt 2025
					23:55:26",Penyampaian Laporan Keuangan [],BBTN,Laporan keuangan BBTN menunjukkan nilai ekuitas sebesar Rp33.926.016.019.568 dan pendapatan sebesar Rp20.359.779.391.946
"03 Agt 2025
					21:40:32",Perubahan Jadwal Rapat Umum Pemegang Saham Luar Biasa [],BMRI,BMRI mengumumkan perubahan jadwal RUPSLB yang akan dilakukan di hari selanjutnya
"05 Agt 2025
					09:02:59",Penyampaian Bukti Iklan Perubahan Jadwal Rapat Umum Pemegang Saham Luar Biasa PT Bank Mandiri (Persero) Tbk [],BMRI,"BMRI menyampaikan bukti iklan perubahan jadwal RUPSLB melalui media situs web perseroan, KSEI dan IDX"
"05 Agt 2025
					09:03:58",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],BMRI,BMRI memberikan ringkasan risalah RUPSLB yang membahas persetujuan perubahan pengurus perseroan yang disetujui
"06 Agt 2025
					18:01:16",Penyampaian Bukti Iklan Hasil RUPS [],BMRI,"BMRI menyampaikan bukti iklan hasil RUPSLB melalui media situs web perseroan, KSEI dan IDX"
"07 Agt 2025
					20:23:32",Laporan Bulanan Registrasi Pemegang Efek [],BMRI,"Laporan Bulanan Registrasi Pemegang Efek BMRI menunjukkan penurunan jumlah saham free float sebesar 0,39% dan kenaikan jumlah pemegang saham sebanyak 31.376 pemegang"
"07 Agt 2025
					11:31:22",Laporan Bulanan Registrasi Pemegang Efek [],BRIS,"Laporan Bulanan Registrasi Pemegang Efek BRIS menunjukkan kenaikan jumlah saham free float sebesar 0,01% dan penurunan jumlah pemegang saham sebanyak 8.236 pemegang"
"07 Agt 2025
					18:00:26",Perubahan Nama Kantor Akuntan Publik [],BRIS,BRIS mengumumkan perubahan nama kantor akuntan publik yang akan mengaudit laporan keuangan perseroan
"06 Agt 2025
					17:04:45",Laporan Bulanan Registrasi Pemegang Efek [],BRPT,Laporan Bulanan Registrasi Pemegang Efek BRPT menunjukkan kenaikan pemegang saham sebanyak 6.938 pemegang
"08 Agt 2025
					16:18:41",Penyampaian Laporan Keuangan Interim [],BRPT,"Laporan Keuangan Interim BRPT menunjukkan pendapatan sebesar Rp52,41 triliun, laba periode berjalan sebesar Rp27,98 triliun dan total aset sebesar Rp246,58 triliun"
"22 Agt 2025
					06:05:42","Penandatanganan perjanjian fasilitas kredit berjangka dan perjanjian fasilitas forex line dengan PT Bank Rakyat Indonesia (Persero) Tbk. (""BRI""). []",BRPT,BRPT melaporkan penandatanganan perjanjian fasilitas kredit berjangka dan perjanjian fasilitas forex line dengan PT Bank Rakyat Indonesia
"07 Agt 2025
					09:26:05",Laporan Bulanan Registrasi Pemegang Efek [],CPIN,Laporan Bulanan Registrasi Pemegang Efek CPIN menunjukkan penurunan pemegang saham sebanyak 604 pemegang
"07 Agt 2025
					16:26:37",Penjelasan atas Pemberitaan Media Massa [],CPIN,CPIN memberikan klarifikasi atas pemberitaan investasi gagal peternakan babi di Jepara
"18 Agt 2025
					08:54:29",Transaksi Afiliasi [],CPIN,CPIN melaporkan transaksi afiliasi antara dua perusahaan terkendali atas objek transaksi berupa pembelian beberapa fasilitas pembibitan unggas senilai Rp430.985.335.610
"29 Agt 2025
					08:19:27",Transaksi Afiliasi [],CPIN,CPIN melaporkan transaksi afiliasi antara dua perusahaan terkendali atas objek transaksi berupa pembelian beberapa fasilitas pembibitan unggas senilai Rp24.567.500.000
"08 Agt 2025
					12:50:33",Laporan Bulanan Registrasi Pemegang Efek [],CTRA,Laporan Bulanan Registrasi Pemegang Efek CTRA menunjukkan kenaikan pemegang saham sebanyak 886 pemegang
"08 Agt 2025
					18:16:10",Kesiapan Dana Menjelang Jatuh Tempo Obligasi dan Sukuk Ijarah Berkelanjutan [],EXCL,EXCL menginformasikan kesiapan dana menjelang jauth tempo Obligasi Berkelanjutan II dan Sukuk Ijarah Berkelanjutan III 
"08 Agt 2025
					18:17:33",Informasi Kupon [],EXCL,"EXCL menginformasikan informasi pembayaran kupon Obligasi Berkelanjutan I senilai Rp2,404,050,000 "
"08 Agt 2025
					18:18:43",Informasi Ijarah Fee [],EXCL,"EXCL menginformasikan informasi pembayaran ijarah fee Sukuk Ijarah Berkelanjutan II seri E dan D senilai Rp376,500,000 dan Rp672,100,000"
"08 Agt 2025
					18:21:05",Laporan Bulanan Registrasi Pemegang Efek [],EXCL,"Laporan Bulanan Registrasi Pemegang Efek EXCL menunjukkan penurunan jumlah saham free float sebesar 2,62% dan penurunan jumlah pemegang saham sebanyak 1.581 pemegang"
"12 Agt 2025
					15:56:47",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],EXCL,EXCL memberikan ringkasan risalah RUPSLB yang membahas perubahan susunan direksi perseroan yang disetujui
"27 Agt 2025
					09:20:06",Penyampaian Laporan Keuangan Interim Auditan [],EXCL,"Laporan Keuangan Interim EXCL menunjukkan pendapatan sebesar Rp19,09 triliun, rugi periode berjalan sebesar Rp1,22 triliun dan total aset sebesar Rp113,43 triliun"
"29 Agt 2025
					18:13:10",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],EXCL,EXCL melaporkan perubahan kepemilikan saham seorang anggota direksi yang membeli 150.000 saham dengan alasan transaksi pembelian saham
"29 Agt 2025
					19:50:11",Jatuh Tempo Obligasi / Sukuk Korporasi [],EXCL,Bursa melaporkan jatuh tempo Obligasi Berkelanjutan II dan Sukuk Ijarah Berkelanjutan III senilai Rp735.225 juta dan Rp680.915 juta milik EXCL
"08 Agt 2025
					16:33:02",Laporan Bulanan Registrasi Pemegang Efek [],GOTO,Laporan Bulanan Registrasi Pemegang Efek GOTO menunjukkan penurunan pemegang saham sebanyak 2.909 pemegang
"13 Agt 2025
					16:31:39",Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],GOTO,"Laporan Keuangan Interim GOTO menunjukkan pendapatan sebesar Rp8,56 triliun, rugi periode berjalan Rp0,74 triliun dan total aset sebesar Rp42,32 triliun"
"13 Agt 2025
					19:59:39",Siaran Pers_Grup GoTo Melaporkan Kinerja Kuartal Kedua Tahun Ini dan Cetak Rekor Tertinggi [],GOTO,GOTO mengeluarkan siaran pers yang melaporkan kinerja kuartal kedua tahun ini yang mencetak rekor tertinggi
"08 Agt 2025
					17:38:05",Laporan Bulanan Registrasi Pemegang Efek [],ICBP,Laporan Bulanan Registrasi Pemegang Efek ICBP menunjukkan kenaikan pemegang saham sebanyak 1.497 pemegang
"01 Agt 2025
					22:13:33",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa (KOREKSI) [],INCO,INCO memberikan ringkasan risalah RUPSLB yang membahas perubahan susunan pengurus perseroan yang disetujui
"08 Agt 2025
					19:23:41",Laporan Bulanan Registrasi Pemegang Efek [],INCO,Laporan Bulanan Registrasi Pemegang Efek INCO menunjukkan kenaikan jumlah saham free float sekitar 131.000 saham dan penurunan jumlah pemegang saham sebanyak 219 pemegang
"13 Agt 2025
					15:34:38",Saham Hilang [],INCO,INCO mengumumkan saham hilang sebanyak 4.000 saham
"15 Agt 2025
					18:11:55",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],INCO,INCO memberitahukan rencana RUPSLB yang akan dilakukan pada bulan mendatang
"19 Agt 2025
					19:05:39",Penyampaian Bukti Iklan Pemberitahuan RUPS [],INCO,"INCO menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, IDX dan KSEI"
"26 Agt 2025
					10:54:00",Penjelasan atas Pemberitaan Media Massa [],INCO,INCO memberikan klarifikasi atas kasus kebocoran pipa minyak PT Vale di Lutim
"27 Agt 2025
					11:21:46",Rencana Penyelenggaraan Public Expose - Tahunan [],INCO,"INCO menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas update kinerja tahun ini, update operasional, update proyek pertumbuhan dan update hasil keuangan"
"08 Agt 2025
					16:18:10",Laporan Bulanan Registrasi Pemegang Efek [],INDF,"Laporan Bulanan Registrasi Pemegang Efek INDF menunjukkan penurunan jumlah saham Scripless dimiliki oleh Afiliasi dari Pengendali kurang dari 5% dan kenaikan jumlah saham free float sebesar 0,09% serta penurunan jumlah pemegang saham sebanyak 1.247 pemegang"
"04 Agt 2025
					17:27:33",Jatuh Tempo Obligasi / Sukuk Korporasi [],INKP,Bursa menginformasikan jatuh tempo Obligasi Berkelanjutan III dan Sukuk Mudharabah Berkelanjutan II senilai Rp1.672.215 juta dan Rp401.430 juta milik INKP
"05 Agt 2025
					13:45:26",Laporan Bulanan Registrasi Pemegang Efek [],INKP,"Laporan Bulanan Registrasi Pemegang Efek INKP menunjukkan penurunan dan kenaikan minor kepemilikan saham Scrip dan Scripless sebesar 0,0001% dan kenaikan jumlah pemegang saham sebanyak 977 pemegang"
"06 Agt 2025
					09:41:56",Pelunasan Obligasi dan Sukuk Mudharabah [],INKP,INKP melaporkan pelunasan Obligasi Berkelanjutan III sejumlah Rp1.672.215.000.000 dan Sukuk Mudharabah Berkelanjutan II sejumlah Rp401.430.000.000
"06 Agt 2025
					09:59:19",Penjelasan atas Volatilitas Transaksi [],INKP,INKP memberikan penjelasan bahwa pihak mereka tidak mengetahui alasan atas volatilitas transaksi yang terjadi di luar rencana tindak korporasi berupa emisi penawaran umum 
"08 Agt 2025
					20:29:34",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ISAT,ISAT melaporkan perubahan kepemilikan saham seorang direksi yang membeli 250.000 saham atas alasan investasi
"09 Agt 2025
					10:00:20",Laporan Bulanan Registrasi Pemegang Efek [],ISAT,Laporan Bulanan Registrasi Pemegang Efek ISAT menunjukkan penurunan pemegang saham sebanyak 1.704 pemegang
"19 Agt 2025
					18:05:14",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],ISAT,ISAT memberitahukan rencana RUPSLB yang akan dilakukan dalam dua bulan mendatang yang dilakukan secara fisik
"29 Agt 2025
					20:42:33",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ISAT,ISAT melaporkan perubahan kepemilikan saham seorang direksi yang membeli 969.100 saham atas alasan investasi jangka panjang
"06 Agt 2025
					15:42:51",Laporan Bulanan Registrasi Pemegang Efek [],ITMG,Laporan Bulanan Registrasi Pemegang Efek ITMG menunjukkan kenaikan pemegang saham sebanyak 999 pemegang
"11 Agt 2025
					17:24:06",Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],ITMG,"Laporan Keuangan Interim ITMG menunjukkan pendapatan sebesar Rp14,92 triliun, laba periode berjalan sebesar Rp1,53 triliun dan total aset sebesar Rp38,74 triliun."
"26 Agt 2025
					17:13:08",Rencana Penyelenggaraan Public Expose - Tahunan [],ITMG,"ITMG menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas kinerja pada kuartal II tahun ini, prospek dan strategi usaha serta topik lainnya"
"01 Agt 2025
					16:31:36",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],JPFA,JPFA menyampaikan bukti iklan informasi laporan keuangan interim melalui media cetak Investor Daily Indonesia
"08 Agt 2025
					16:31:31",Laporan Bulanan Registrasi Pemegang Efek [],JPFA,Laporan Bulanan Registrasi Pemegang Efek JPFA menunjukkan penurunan jumlah saham scripless dimiliki oleh Direksi dan Dewan Komisaris kurang dari 5% dan kenaikan jumlah saham free float sebesar 610.000 saham serta penurunan jumlah pemegang saham sebanyak 1.864 pemegang
"20 Agt 2025
					16:34:22",Rencana Penyelenggaraan Public Expose - Tahunan [],JPFA,JPFA menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang 
"29 Agt 2025
					17:00:07",Penyampaian Materi Public Expose - Tahunan [],JPFA,JPFA menyampaikan materi public expose yang berisi kinerja operasional dan tantangan serta strategi kedepannya
"05 Agt 2025
					09:18:30",Laporan Bulanan Registrasi Pemegang Efek [],JSMR,"Laporan Bulanan Registrasi Pemegang Efek JSMR menunjukkan kenaikan jumlah saham free float sebesar 0,01% dan kenaikan jumlah pemegang saham sebanyak 1.183 pemegang"
"14 Agt 2025
					14:20:22",Pembelian kembali atau pembayaran Efek Bersifat Utang dan/atau Sukuk [],JSMR,"JSMR melaporkan pembelian kembali atau pembayaran efek bersifat utang / sukuk Obligasi Berkelanjutan II dengan nilai pokok Rp286,000,000,000"
"20 Agt 2025
					17:10:39",Penyampaian Prospektus [],JSMR,JSMR menyampaikan prospektus terkait penawaran umum Obligasi Berkelanjutan III senilai Rp4.000.000.000.000
"26 Agt 2025
					15:27:42",Rencana Penyelenggaraan Public Expose - Tahunan [],JSMR,"JSMR menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas laporan kinerja semester sebelumnya, prospek dan strategi usaha dan topik lainnya"
