text-small,f-m-20,f-m-20 2,
"08 Apr 2025
					19:47:39","ANTAM Bukukan Pendapatan Tahun Lalu Tertinggi Sepanjang Sejarah Perusahaan dan Peningkatan Laba Tahun Berjalan Senilai Rp3,85 Triliun []",ANTM,"ANTM merilis press release dengan judul ANTAM Bukukan Pendapatan Tahun Lalu Tertinggi Sepanjang Sejarah Perusahaan dan Peningkatan Laba Tahun Berjalan Senilai Rp3,85 Triliun"
"08 Apr 2025
					20:44:39",Posko Mudik ANTAM Bersama BUMN Dimanfaatkan Ribuan Pemudik [],ANTM,ANTM menyampaikan rilis dengan judul Posko Mudik ANTAM Bersama BUMN Dimanfaatkan Ribuan Pemudik
"10 Apr 2025
					15:10:47",Laporan Bulanan Registrasi Pemegang Efek [],ANTM,Laporan Bulanan Registrasi Pemegang Efek ANTM menunjukkan penurunan pemegang saham sebanyak 7.423
"10 Apr 2025
					18:07:53",Laporan Bulanan Aktivitas Eksplorasi [],ANTM,"Laporan Bulanan Aktivitas Eksplorasi ANTM menunjukkan penggunaan biaya sebesar Rp45.535.171.508 untuk aktivitas penambangan emas, nikel dan bauksit"
"14 Apr 2025
					17:31:52",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ANTM,ANTM melaporkan perubahan kepemilikan saham direksi yang membeli 376.500 saham untuk investasi
"30 Apr 2025
					16:42:23",Penyampaian Laporan Kuartalan Periode Triwulan I [],ANTM,"ANTM menyampaikan laporan kuartalan periode triwulan I yang membahas produksi dan penjualan, kegiatan eksplorasi, dan berita korporasi "
"30 Apr 2025
					18:39:08",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ANTM,"Laporan keuangan interim ANTM menunjukkan pendapatan sebesar Rp26.151.701 juta, laba periode berjalan sebesar Rp2.323.451 juta, dan jumlah aset sebesar Rp48.303.288 juta"
"30 Apr 2025
					19:44:44","ANTAM Perkuat Fundamental, Laba Triwulan Pertama Tahun Ini Melonjak Menjadi Rp2,32 Triliun []",ANTM,"ANTM menyampaikan sebuah rilis berjudul ANTAM Perkuat Fundamental, Laba Triwulan Pertama Tahun Ini Melonjak Menjadi Rp2,32 Triliun"
"30 Apr 2025
					21:29:15",Penyampaian Laporan Tahunan [],ANTM,"Laporan tahunan ANTM membahas tentang laporan dewan komisaris dan direksi, profil perusahaan, tanggung jawab sosial dan laporan keuangan"
"30 Apr 2025
					21:55:51",Laporan Tanggung Jawab Sosial dan Lingkungan PT Aneka Tambang Tbk [],ANTM,ANTM menyampaikan laporan tanggung jawab sosial dan lingkungan PT Aneka Tambang Tbk
"30 Apr 2025
					23:15:20",Penyampaian Laporan Keberlanjutan dan ESG [],ANTM,"Laporan keberlanjutan dan ESG ANTM menunjukkan konsumsi sumber daya, emisi, lingkungan kerja dan komitmen serta strategi keberlanjutannya"
"10 Apr 2025
					10:48:58",Laporan Bulanan Registrasi Pemegang Efek [],ARTO,Laporan Bulanan Registrasi Pemegang Efek ARTO menunjukkan kenaikan pemegang saham sebanyak 122 pemegang
"11 Apr 2025
					14:38:11",Pemberitahuan Perubahan Jadwal Rapat Umum Pemegang Saham Tahunan [],ARTO,ARTO memberitahukan perubahan jadwal RUPS Tahunan yang akan dilakukan pada bulan mendatang
"22 Apr 2025
					15:43:42",Pemanggilan Rapat Umum Pemegang Saham Tahunan [],ARTO,"ARTO melakukan pemanggilan RUPS Tahunan yang membahas persetujuan laporan tahunan,  laporan keuangan tahunan, persetujuan penggunaan laba bersih, persetujuan penunjukan kantor akuntan publik dan penentuan honorarium dari anggota dewan komisaris, perubahan susunan anggota dewan pengawas syariah, pemberian wewenang kepada Dewan Komisaris untuk menetapkan program kepemilikan saham bagi manajemen dan karyawan, dan persetujuan rencana perseroan untuk melaksanakan program MESOP II"
"22 Apr 2025
					23:49:31",Penyampaian Laporan Tahunan [],ARTO,"Laporan tahunan ARTO membahas tentang profil perusahaan, laporan kinerja, tanggung jawab sosial dan laporan keuangan"
"23 Apr 2025
					14:45:46",Penyampaian Laporan Keberlanjutan dan ESG [],ARTO,"Laporan Keberlanjutan dan ESG ARTO menunjukkan penggunaan sumber daya, emisi, kondisi sosial dan strategi keberlanjutan"
"25 Apr 2025
					13:18:46",Siaran Pers [],ARTO,ARTO menyampaikan siaran pers berjudul Bank Jago Jaga Momentum Kinerja Positif di Awal Tahun Ini
"25 Apr 2025
					15:10:09",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ARTO,"Laporan keuangan ARTO menunjukkan pendapatan sebesar Rp788.783 juta, laba periode berjalan sebesar Rp60.272 juta, dan jumlah aset sebesar Rp32.462.900 juta"
"28 Apr 2025
					11:19:47",Penyampaian Bukti Iklan Panggilan RUPS [],ARTO,ARTO menyampaikan bukti iklan panggilan RUPS melalui media situs web perseroan
"10 Apr 2025
					10:12:55",Laporan Bulanan Registrasi Pemegang Efek [],ASII,Laporan Bulanan Registrasi Pemegang Efek ASII menunjukkan peningkatan jumlah saham Scripless dimiliki oleh Direksi dan Dewan Komisaris kurang dari 5% dari 28.810.200 menjadi 41.354.800 dan penurunan jumlah pemegang saham sebanyak 2.782 pemegang
"16 Apr 2025
					16:26:57",Pemanggilan Rapat Umum Pemegang Saham Tahunan [],ASII,"ASII melakukan pemanggilan RUPS Tahunan yang membahas persetujuan laporan tahunan, laporan keuangan tahunan, persetujuan penggunaan laba bersih, perubahan susunan dewan komisaris dan anggota direksi perseroan, persetujuan penunjukan kantor akuntan publik dan penentuan honorarium dari anggota dewan komisaris"
"16 Apr 2025
					23:48:02",Penyampaian Laporan Tahunan [],ASII,"Laporan tahunan ASII membahas tentang profil perusahaan, laporan kinerja, tanggung jawab sosial dan laporan keuangan"
"16 Apr 2025
					23:52:30",Penyampaian Laporan Keberlanjutan dan ESG [],ASII,"Laporan Keberlanjutan dan ESG ASII menunjukkan penggunaan sumber daya, emisi, kondisi sosial dan strategi keberlanjutan"
"30 Apr 2025
					17:07:21",Penyampaian Laporan Keuangan [],ASII,"Laporan keuangan ASII menunjukkan pendapatan sebesar Rp83.361 miliar, dan nilai ekuitas sebesar Rp281.776 miliar"
"08 Apr 2025
					17:35:32",Laporan Bulanan Registrasi Pemegang Efek [],BBCA,Laporan Bulanan Registrasi Pemegang Efek BBCA menunjukkan kenaikan kepemilikan saham oleh beberapa anggota direksi dan komisaris sekitar 6.000.000 saham dan kenaikan jumlah pemegang saham sebanyak 39.335 pemegang
"23 Apr 2025
					17:28:34",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BBCA,"Laporan keuangan BBCA menunjukkan pendapatan sebesar Rp24.366.718 juta, laba periode berjalan sebesar Rp14.146.990 juta, dan jumlah aset sebesar Rp1.533.763.445 juta"
"23 Apr 2025
					18:26:33","Penyampaian Press Release terkait Informasi Ringkasan Kinerja Keuangan Kuartal I (unaudited) PT Bank Central Asia Tbk (""Perseroan"") []",BBCA,BBCA menyampaikan press release terkait informasi ringkasan kinerja kuartal I tahun ini
"24 Apr 2025
					16:50:28",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BBCA,BBCA menyampaikan bukti iklan informasi laporan keuangan melalui media situs web perseroan dan IDX
"10 Apr 2025
					20:06:44",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],BBNI,BBNI melaporkan perubahan kepemilikan saham seorang direksi yang membeli 52.500 saham untuk investasi
"10 Apr 2025
					20:27:25",Laporan Bulanan Registrasi Pemegang Efek [],BBNI,Laporan Bulanan Registrasi Pemegang Efek BBNI menunjukkan perubahan jumlah saham Scripless dimiliki oleh Direksi dan Dewan Komisaris kurang dari 5% dari 58.110.007 menjadi 38.874.825 dan kenaikan jumlah pemegang saham sebanyak 8.187 pemegang
"11 Apr 2025
					19:03:31",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],BBNI,BBNI melaporkan perubahan kepemilikan saham seorang komisaris yang membeli 700.000 saham untuk investasi
"11 Apr 2025
					19:04:48",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],BBNI,BBNI melaporkan perubahan kepemilikan saham seorang komisaris yang menjual 5.000.000 saham atas alasan investasi
"28 Apr 2025
					18:25:30",Perseroan menyelenggarakan Earnings Call Kinerja [],BBNI,BBNI menyelenggarakan earnings call kinerja
"28 Apr 2025
					23:42:26",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BBNI,"Laporan keuangan BBNI menunjukkan pendapatan sebesar Rp16.713.050 juta, laba periode berjalan sebesar Rp5.412.939  juta, dan total aset sebesar 1.146.583.286"
"29 Apr 2025
					19:32:17",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BBNI,BBNI menyampaikan bukti iklan informasi laporan keuangan melalui media situs web perseroan dan IDX
"10 Apr 2025
					22:37:55",Perubahan Struktur Pemegang Saham [],BBRI,"Laporan Bulanan Registrasi Pemegang Efek BBRI menunjukkan penurunan signifikan kepemilikan saham negara Indonesia dari 53,1879% menjadi 0%, kenaikan jumlah saham free float sebesar 0,02% dan kenaikan jumlah pemegang saham sebanyak 3.180 pemegang"
"17 Apr 2025
					17:48:58",Perubahan Komite Audit [],BBRI,BBRI melaporkan perubahan komite audit berupa ketua dan anggota baru
"30 Apr 2025
					16:47:05",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BBRI,"Laporan keuangan BBRI menunjukkan pendapatan sebesar Rp49.838.339 juta, laba periode berjalan sebesar Rp13.804.029 juta, dan total aset sebesar Rp2.098.229.448 juta"
"08 Apr 2025
					15:29:10",Penyampaian Bukti Iklan Hasil RUPS [],BBTN,"BBTN menyampaikan bukti iklan hasil RUPS melalui media situs web perseroan, IDX dan KSEI"
"10 Apr 2025
					18:48:13",Informasi Kupon [],BBTN,BBTN melaporkan pembayaran kupon Obligasi Berkelanjutan II dengan nilai Rp21.000.000.000
"10 Apr 2025
					21:03:30",Laporan Bulanan Registrasi Pemegang Efek [],BBTN,"Laporan Bulanan Registrasi Pemegang Efek BBTN menunjukkan perubahan pengendali dari negara Indonesia menjadi PT Biro Klasifikasi dengan kenaikan jumlah saham free float sebesar 0,09% dan kenaikan jumlah pemegang saham sebanyak 2.067 pemegang"
"10 Apr 2025
					21:33:24",Transaksi Afiliasi [],BBTN,BBTN melaporkan transaksi afiliasi dengan PT Pembangunan Perumahan atas objek transaksi berupa Sebidang Tanah senilai Rp322.899.000.000
"15 Apr 2025
					17:29:44",Informasi Kupon [],BBTN,"BBTN melaporkan pembayaran kupon Obligasi Berkelanjutan III dengan nilai Rp30,838,500,000 "
"24 Apr 2025
					22:20:55",Penyampaian Materi Analyst Meeting PT Bank Tabungan Negara (Persero) Tbk [],BBTN,"BBTN menyampaikan materi analyst meeting tentang laporan manajemen, kualitas aset, bisnis syariah, dan inisiatif digital."
"28 Apr 2025
					20:45:32",Penyampaian Laporan Keuangan Interim [],BBTN,"Laporan keuangan BBTN menunjukkan pendapatan sebesar Rp7.147.783 juta, laba periode berjalan sebesar Rp5.412.939 juta, dan total aset sebesar Rp468.530.706 juta"
"28 Apr 2025
					21:02:49",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BBTN,BBTN menyampaikan bukti iklan informasi laporan keuangan melalui media situs web perseroan
"10 Apr 2025
					17:22:53",Laporan Bulanan Registrasi Pemegang Efek [],BMRI,"Laporan Bulanan Registrasi Pemegang Efek BMRI menunjukkan transisi pengendali oleh negara Indonesia ke PT Biro Klasifikasi, kenaikan jumlah saham free float sebesar 0,13% dan kenaikan jumlah pemegang saham sebanyak 14.379"
"17 Apr 2025
					14:08:04",Laporan Kesiapan Dana Untuk Pembayaran Obligasi Berkelanjutan II Bank Mandiri Tahap I Seri A [],BMRI,BMRI melaporkan kesiapan dana untuk pembayaran Obligasi Berkelanjutan II
"29 Apr 2025
					18:13:12",Perubahan Komite Audit [],BMRI,BMRI melaporkan perubahan komite audit berupa ketua dan anggota baru
"30 Apr 2025
					16:15:52",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BMRI,"Laporan keuangan BMRI menunjukkan pendapatan sebesar Rp39.626.254 juta, laba periode berjalan sebesar Rp13.197.259 juta, dan total aset sebesar Rp2.098.229.448 juta"
"09 Apr 2025
					14:25:29",Pemberitahuan Rencana Rapat Umum Pemegang Saham Tahunan [],BRIS,BRIS memberitahukan rencana RUPS Tahunan yang akan dilakukan dalam bulan mendatang
"09 Apr 2025
					17:46:37",Penyampaian Bukti Iklan Pemberitahuan RUPS [],BRIS,"BRIS menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, IDX dan KSEI"
"10 Apr 2025
					16:26:08",Laporan Bulanan Registrasi Pemegang Efek [],BRIS,Laporan Bulanan Registrasi Pemegang Efek BRIS menunjukkan kenaikan minor jumlah saham free float dan kenaikan jumlah pemegang saham sebanyak 8.849 pemegang
"24 Apr 2025
					14:49:39",Penyampaian Laporan Tahunan [],BRIS,"Laporan tahunan BRIS membahas tentang profil perusahaan, laporan kinerja, tanggung jawab sosial dan laporan keuangan"
"24 Apr 2025
					16:32:37",Pemanggilan Rapat Umum Pemegang Saham Tahunan [],BRIS,"BRIS melakukan pemanggilan RUPS Tahunan yang membahas persetujuan laporan tahunan, laporan keuangan tahunan, persetujuan penggunaan laba bersih, penunjukan kantor akuntan publik, penetapan tantiem bagi anggota direksi dan dewan komisaris, laporan realisasi penggunaan dana hasil penawaran umum, persetujuan pengkinian rencana aksi pemulihan perseroan dan persetujuan perubahan pengurus perseroan"
"24 Apr 2025
					19:01:43",Penyampaian Laporan Keberlanjutan dan ESG [],BRIS,"Laporan Keberlanjutan dan ESG BRIS menunjukkan penggunaan sumber daya, emisi, kondisi sosial dan strategi keberlanjutan"
"25 Apr 2025
					11:44:09",Penyampaian Bukti Iklan Panggilan RUPS [],BRIS,"BRIS menyampaikan bukti iklan panggilan RUPS melalui situs web perseroan, IDX dan KSEI"
