text-small,f-m-20,f-m-20 2,
"23 Mei 2025
					19:05:49",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AKRA,"AKRA melaporkan keterbukaan informasi pemegang saham tertentu terkait penjualan saham oleh seorang direksi, dengan kepemilikan sebelum 3.103.000 saham (0,015%) menjadi 2.303.000 saham (0,011%), setelah penjualan 800.000 saham pada rentang harga 1.325–1.360."
"28 Mei 2025
					10:21:12",Perubahan Komite Audit [],AKRA,"AKRA mengumumkan perubahan komite audit dengan ketua tetap dan anggota baru menggantikan anggota lama, efektif pada periode terkait."
"28 Mei 2025
					10:21:50",Perubahan Komite Nominasi dan Remunerasi Emiten atau Perusahaan Publik [],AKRA,"AKRA mengumumkan perubahan komite nominasi dan remunerasi untuk periode tertentu, terdiri dari komisaris independen sebagai ketua, anggota dewan komisaris, dan pihak manajerial di bawah direksi yang membidangi sumber daya manusia."
"05 Mei 2025
					20:35:29",Laporan Hasil Pelaksanaan Pembelian Kembali Saham [],AMMN,"AMMN menyampaikan laporan hasil pembelian kembali saham per periode terkait, merujuk pada rencana buyback sebelumnya dan regulasi terkait."
"06 Mei 2025
					14:27:36",Pemanggilan Rapat Umum Pemegang Saham Tahunan [],AMMN,"AMMN mengundang RUPS Tahunan dengan agenda persetujuan laporan tahunan dan keuangan, penggunaan laba bersih, penunjukan akuntan publik, remunerasi, perubahan anggaran dasar, dan laporan realisasi dana IPO."
"06 Mei 2025
					20:12:19",Laporan Hasil Pelaksanaan Pembelian Kembali Saham [],AMMN,"AMMN menyampaikan laporan hasil pembelian kembali saham per periode terkait, sebagai kelanjutan dari rencana buyback dan regulasi terkait."
"09 Mei 2025
					16:06:26",Penjelasan atas Permintaan Penjelasan Bursa [],AMMN,"AMMN menyampaikan tanggapan atas permintaan penjelasan bursa, dengan isi tanggapan terlampir."
"09 Mei 2025
					16:08:05",Laporan Bulanan Registrasi Pemegang Efek [],AMMN,"AMMN melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 72.518.217.656 lembar, pengendali 15,849%, free float 12.889.384.428 lembar (17,77%), dan jumlah pemegang saham 20.120."
"23 Mei 2025
					17:25:45",Perubahan Jadwal Rapat Umum Pemegang Saham Tahunan [],AMMN,"AMMN mengumumkan perubahan jadwal RUPS Tahunan ke periode terkait dengan agenda persetujuan laporan tahunan, penggunaan laba bersih, penunjukan auditor, remunerasi, perubahan anggaran dasar, perubahan susunan pengurus, dan laporan realisasi dana IPO."
"27 Mei 2025
					20:22:09",Penyampaian Bukti Iklan Panggilan RUPS [],AMMN,"AMMN menyampaikan bukti iklan ralat pemanggilan RUPS Tahunan yang dimuat di situs web perseroan, bursa, dan penyedia e-RUPS."
"02 Mei 2025
					13:18:52",Rencana Penyelenggaraan Public Expose - Tahunan [],AMRT,"AMRT melaporkan rencana Public Expose Tahunan untuk tahun buku terkait, diselenggarakan di lokasi terkait dengan agenda paparan kinerja."
"08 Mei 2025
					14:44:29",Penyampaian Laporan Tahunan & Keberlanjutan dan ESG (KOREKSI) [],AMRT,"AMRT menyampaikan koreksi laporan tahunan dan keberlanjutan/ESG dengan data emisi Scope 1 6.470 tCO2e, Scope 2 1.176.262 tCO2e, total emisi GRK 1.467.510 tCO2e, konsumsi listrik 1.564.282.605 kWh, air 240,48 m3, dan limbah 86.912 ton."
"08 Mei 2025
					14:54:45",Laporan Bulanan Registrasi Pemegang Efek [],AMRT,"AMRT melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 41.524.501.700 lembar, pengendali 50,19%, free float 17.589.228.966 lembar (42,36%), dan jumlah pemegang saham 22.585."
"14 Mei 2025
					14:11:00",Penandatanganan Akta Jual Beli Saham [],AMRT,"AMRT menandatangani akta jual beli saham untuk mengakuisisi 1.484.855.160 lembar saham di perusahaan terkait dari pihak lain pada harga Rp135 per lembar, setara Rp200.455 juta, transaksi bukan benturan kepentingan dan bukan transaksi material."
"16 Mei 2025
					15:41:02",Penyampaian Materi Public Expose - Tahunan [],AMRT,AMRT menyampaikan materi Public Expose Tahunan sebagai tindak lanjut rencana penyelenggaraan
"23 Mei 2025
					14:15:36",Ringkasan Risalah Rapat Umum Para Pemegang Saham Tahunan [],AMRT,"AMRT menyampaikan ringkasan risalah RUPS Tahunan dengan keputusan dividen tunai Rp1.416.400.752.987 atau Rp34,11 per saham, dana cadangan Rp1.000.000.000, sisa laba ditahan Rp1.730.705.700.904, serta remunerasi komisaris maksimum Rp18.200.000.000."
"23 Mei 2025
					14:45:15",Penyampaian Bukti Iklan Hasil RUPS [],AMRT,"AMRT menyampaikan bukti iklan hasil RUPS Tahunan yang dimuat di situs web perseroan, sistem e-RUPS, dan bursa."
"23 Mei 2025
					16:57:06",Keterbukaan Informasi terkait Aksi Korporasi - Dividen Tunai - 23052025 [],AMRT,"AMRT mengumumkan dividen tunai tahun buku terkait dengan total nilai IDR 1.416.400.752.987 atau IDR 34,11 per saham, tanpa dividen interim."
"26 Mei 2025
					15:22:32",Laporan Hasil Public Expose - Tahunan [],AMRT,AMRT menyampaikan hasil Public Expose Tahunan dengan 26 peserta hadir di luar manajemen dan karyawan.
"02 Mei 2025
					20:32:55",Penyampaian Laporan Keberlanjutan dan ESG [],ANTM,"ANTM menyampaikan laporan keberlanjutan dan ESG dengan emisi Scope 1 1.187.923,68 tCO2e, Scope 2 134.071,76 tCO2e, Scope 3 134.071,76 tCO2e, total 1.415.596,83 tCO2e, target pengurangan emisi 16%, konsumsi air 6.483.450 m3, limbah 243.923 ton, dan 5.996 pekerja kontraktor (69%)."
"06 Mei 2025
					18:45:55",Pemberitahuan Rencana Rapat Umum Pemegang Saham Tahunan [],ANTM,"ANTM mengumumkan rencana RUPS Tahunan untuk tahun buku terkait, dengan lokasi dan tanggal pencatatan pemegang saham yang berhak hadir."
"06 Mei 2025
					20:47:02",Rencana Transaksi Perubahan Kegiatan Usaha [],ANTM,"ANTM menyampaikan rencana perubahan kegiatan usaha dengan ringkasan studi kelayakan, asumsi, dan alasan perubahan."
"08 Mei 2025
					16:40:52",Laporan Bulanan Registrasi Pemegang Efek [],ANTM,"ANTM melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 24.030.764.725 lembar, pengendali 65%, free float 8.371.827.367 lembar (34,84%), dan jumlah pemegang saham naik 2.040 menjadi 211.256."
"08 Mei 2025
					17:35:16",Penyampaian Bukti Iklan Pemberitahuan RUPS [],ANTM,"ANTM menyampaikan bukti iklan pemberitahuan RUPS Tahunan yang dimuat di situs web perseroan, bursa, sistem e-RUPS, dan bursa luar negeri."
"09 Mei 2025
					18:51:13","Kenaikan Laba Bersih ANTAM Group MIND ID Melonjak Sepuluh Kali Lipat, ANTAM Tancap Gas di Kuartal Pertama 2025 []",ANTM,"ANTM menyampaikan laporan informasi/fakta material berupa rilis kenaikan laba bersih sepuluh kali lipat pada kuartal pertama periode terkait, dengan dampak terlampir."
"21 Mei 2025
					17:06:01",Pemanggilan Rapat Umum Pemegang Saham Tahunan [],ANTM,"ANTM menyampaikan pemanggilan RUPS Tahunan dengan agenda persetujuan laporan tahunan dan keuangan, penggunaan laba, remunerasi, penunjukan auditor, laporan realisasi dana, perubahan anggaran dasar, dan perubahan susunan pengurus."
"22 Mei 2025
					16:14:33",Penerbitan SKS Pengganti Karena Hilang PT Aneka Tambang Tbk. [],ANTM,"Bursa mengumumkan penerbitan SKS pengganti karena hilang untuk ANTM, tanpa angka finansial yang dilaporkan."
"22 Mei 2025
					17:49:14",Penyampaian Bukti Iklan Panggilan RUPS [],ANTM,"ANTM menyampaikan bukti iklan pemanggilan RUPS Tahunan melalui situs web perseroan, bursa, sistem e-RUPS, dan bursa luar negeri, tanpa angka finansial tambahan."
"07 Mei 2025
					16:21:32",Penambahan Modal Tanpa HMETD Perubahan dan/atau Tambahan Informasi  Penambahan Modal Tanpa HMETD [],ARTO,"ARTO menyampaikan perubahan/tambahan informasi terkait penambahan modal tanpa HMETD dalam rangka MESOP, mencakup alasan, rencana, risiko, dan RUPS."
"09 Mei 2025
					18:09:58",Laporan Bulanan Registrasi Pemegang Efek [],ARTO,"ARTO melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 13.861.330.900 lembar, pengendali 41,48%, free float 3.732.922.952 lembar (26,93%), dan jumlah pemegang saham 33.292."
"14 Mei 2025
					21:31:23",Siaran Pers [],ARTO,"ARTO menyampaikan siaran pers terkait penyelenggaraan RUPS Tahunan dan menyatakan tidak ada dampak material terhadap operasional, hukum, keuangan, atau kelangsungan usaha."
"16 Mei 2025
					19:04:57",Ringkasan Risalah Rapat Umum Para Pemegang Saham Tahunan [],ARTO,"ARTO menyelenggarakan RUPS Tahunan dengan kuorum 81,74% dan menyetujui laporan tahunan, penggunaan laba Rp128 miliar, remunerasi komisaris maksimum Rp10.000.000.000, honorarium audit maksimum Rp3.000.000.000, serta MESOP maksimum 200.000.000 saham atau 1,44% dari modal ditempatkan dan disetor."
"19 Mei 2025
					15:35:21",Penyampaian Bukti Iklan Hasil RUPS [],ARTO,"ARTO menyampaikan bukti iklan ringkasan risalah RUPS Tahunan melalui situs web perseroan, tanpa angka finansial tambahan."
"21 Mei 2025
					15:44:31",Keterbukaan Informasi Jadwal Pelaksanaan Program Management & Employee Stock Option Program (MESOP) Tahap I Periode I dan Tahap II Periode I Tahun 2025 [],ARTO,"ARTO mengungkapkan jadwal MESOP dengan harga pelaksanaan Rp2.150, opsi Tahap I maksimum 55.719.100 saham dan Tahap II maksimum 2.500.000 saham, serta menyatakan tidak ada dampak material."
"02 Mei 2025
					09:15:40",Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ASII,"ASII menyampaikan laporan keuangan interim triwulanan yang tidak diaudit dengan total aset Rp494.725 miliar, pendapatan Rp83.361 miliar, dan laba Rp8.555 miliar."
"02 Mei 2025
					18:17:15",Transaksi Afiliasi [],ASII,ASII mengumumkan transaksi afiliasi atas sebagian saham baru entitas tertentu dengan nilai transaksi Rp91.742.335.761.
"08 Mei 2025
					20:53:26",Ringkasan Risalah Rapat Umum Para Pemegang Saham Tahunan [],ASII,"ASII menyelenggarakan RUPS Tahunan dengan kuorum 80,903%, menyetujui laporan tahunan dan laba bersih Rp34.050.817.178.504, menetapkan dividen Rp406 per saham, serta mencatat laba ditahan Rp17.614.494.603.664 juga mengubah susunan pengurus dan menetapkan honorarium komisaris maksimum Rp2 miliar gross per bulan."
"08 Mei 2025
					21:39:26",Keterbukaan Informasi terkait Aksi Korporasi - Dividen Tunai - 08052025 [],ASII,"ASII mengumumkan dividen tunai tahun buku terkait dengan total Rp16.436.322.574.840 atau Rp406 per saham, terdiri dari dividen interim Rp3.967.388.207.720, data keuangan mencakup laba bersih Rp34.050.817.178.504, saldo laba ditahan Rp201.691.259.768.294, dan total ekuitas Rp271.496.229.766.083."
"09 Mei 2025
					14:13:42",Laporan Bulanan Registrasi Pemegang Efek [],ASII,"ASII melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 40.483.553.140 lembar, pengendali 50,11%, free float 18.202.651.860 lembar (44,96%), dan jumlah pemegang saham 151.259."
"13 Mei 2025
					15:57:04",Perubahan Komite Audit [],ASII,"ASII mengumumkan perubahan komite audit efektif pada periode terkait, dengan ketua baru, anggota baru, dan anggota lama yang tetap."
"05 Mei 2025
					18:14:33",Laporan Bulanan Registrasi Pemegang Efek [],BBCA,"BBCA melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 123.275.050.000 lembar, pengendali 54,987%, free float 52.257.900.433 lembar (42,82%), dan jumlah pemegang saham 481.251."
"15 Mei 2025
					11:49:47",Rencana percepatan pengakhiran periode pembelian kembali saham Perseroan dan informasi terkait tanggal terakhir dari periode pembelian kembali saham Perseroan [],BBCA,"BBCA berencana mempercepat akhir periode pembelian kembali saham menjadi sesi pertama perdagangan di bursa pada periode terkait, karena kondisi pasar dan harga saham relatif stabil."
"28 Mei 2025
					16:26:54",Penggantian Sekretaris Perusahaan [],BBCA,"BBCA mengumumkan penggantian Sekretaris Perusahaan efektif pada periode terkait, dengan pejabat baru menggantikan pejabat lama."
"28 Mei 2025
					18:01:53",Perubahan Corporate Secretary [],BBCA,"BBCA menyampaikan perubahan Sekretaris Perusahaan efektif pada periode terkait, mencakup nama, alamat, telepon, faksimili, dan email pejabat baru dan lama."
"09 Mei 2025
					10:07:23",Laporan Bulanan Registrasi Pemegang Efek [],BBNI,"BBNI melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 37.297.312.916 lembar, pengendali 10%, free float 14.647.304.620 lembar (39,67%), dan jumlah pemegang saham 198.679."
"27 Mei 2025
					19:32:46",Penyampaian Kesiapan Dana untuk Pelunasan Efek Bersifat Utang PT Bank Negara Indonesia (Persero) Tbk [],BBNI,"BBNI menyampaikan kesiapan dana untuk pelunasan efek bersifat utang, dengan pokok Rp4.000.000.000.000 dan bunga Rp63.500.000.000, untuk obligasi yang jatuh tempo pada periode terkait."
"02 Mei 2025
					16:06:56",Analyst Meeting Kinerja Keuangan BRI Triwulan I Tahun 2025 [],BBRI,BBRI menyampaikan materi Analyst Meeting kinerja keuangan periode terkait.
"02 Mei 2025
					16:18:28",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BBRI,BBRI menyampaikan bukti iklan laporan keuangan konsolidasian interim yang dimuat di 5 media.
"09 Mei 2025
					16:36:01",Perubahan Struktur Pemegang Saham [],BBRI,"BBRI melaporkan perubahan struktur pemegang saham dengan saham tercatat 150.043.411.587 lembar, free float 69.952.899.961 lembar (46,62%), dan jumlah pemegang saham 690.437."
"07 Mei 2025
					21:03:31",Laporan Bulanan Registrasi Pemegang Efek [],BBTN,"BBTN melaporkan registrasi pemegang efek bulanan dengan saham tercatat 13.894.099.968 lembar, free float 5.594.707.030 lembar (40,27%), dan jumlah pemegang saham 61.047."
"08 Mei 2025
					19:14:13",Kesiapan Perusahaan Untuk Pembayaran Seluruh Obligasi Jatuh Tempo Tahun 2025  [],BBTN,BBTN menyatakan kesiapan membayar seluruh obligasi yang jatuh tempo pada periode terkait dan menyatakan tidak ada dampak material.
"20 Mei 2025
					20:04:25",Informasi Kupon [],BBTN,BBTN mengumumkan informasi kupon obligasi berkelanjutan dengan nilai nominal Rp4.116.000.000.
"23 Mei 2025
					17:02:02",Jatuh Tempo Obligasi / Sukuk Korporasi [],BBTN,Bursa mengumumkan jatuh tempo obligasi BBTN sehingga efek tidak tercatat dan tidak dapat diperdagangkan lagi mulai setelah tanggal jatuh tempo.
"08 Mei 2025
					09:34:50",Laporan Bulanan Registrasi Pemegang Efek [],BMRI,"BMRI melaporkan registrasi pemegang efek bulanan dengan saham tercatat 92.399.999.998 lembar, free float 36.060.011.012 lembar (39,03%), dan jumlah pemegang saham 263.128."
"09 Mei 2025
					18:34:39",Jatuh Tempo Obligasi / Sukuk Korporasi [],BMRI,Bursa mengumumkan jatuh tempo obligasi BMRI sehingga efek tidak tercatat dan tidak dapat diperdagangkan lagi mulai setelah tanggal jatuh tempo.
"14 Mei 2025
					18:42:29",Pembelian kembali atau pembayaran Efek Bersifat Utang dan/atau Sukuk [],BMRI,"BMRI melunasi pokok obligasi berkelanjutan senilai Rp350.000.000.000 melalui kustodian sentral, dengan distribusi dan jatuh tempo pada periode terkait."
"28 Mei 2025
					18:27:44",Laporan Penggunaan Dana Hasil Penawaran Umum [],BMRI,"BMRI melaporkan penggunaan dana hasil penawaran umum obligasi berwawasan lingkungan dengan hasil kotor IDR 5.000.000.000.000, biaya IDR 6.838.067.304, hasil bersih IDR 4.993.161.932.698, digunakan 100% untuk ekspansi kredit, dan sisa dana 0."
"02 Mei 2025
					15:00:36",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BRIS,BRIS menyampaikan bukti iklan laporan keuangan interim triwulanan yang dimuat di media dan situs web.
"09 Mei 2025
					22:19:33",Laporan Bulanan Registrasi Pemegang Efek [],BRIS,"BRIS melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 46.129.260.138 lembar, pengendali 90,081%, free float 4.196.382.190 lembar (9,19%), dan jumlah pemegang saham turun 3.962 menjadi 117.796."
"14 Mei 2025
					18:30:50",Pemanggilan Rapat Umum Pemegang Saham Tahunan (KOREKSI) [],BRIS,"BRIS mengoreksi pemanggilan RUPS Tahunan untuk tahun buku terkait dengan agenda persetujuan laporan tahunan, penggunaan laba bersih, penunjukan auditor, remunerasi, laporan realisasi dana sukuk, pengkinian recovery plan, plafon hapus tagih, dan perubahan pengurus."
"20 Mei 2025
					20:04:43",Ringkasan Risalah Rapat Umum Para Pemegang Saham Tahunan [],BRIS,"BRIS menyampaikan ringkasan RUPS Tahunan dengan kuorum 94,793%, menyetujui penggunaan laba bersih: cadangan wajib IDR 1.401.177.662.241, dividen IDR 1.050.883.246.681 atau IDR 22,781273 per saham, laba ditahan IDR 4.553.827.402.284, serta plafon hapus tagih IDR 215.000.000.000 dan perubahan pengurus."
"20 Mei 2025
					20:30:49",Keterbukaan Informasi terkait Aksi Korporasi - Dividen Tunai - 20052025 [],BRIS,"BRIS mengumumkan dividen tunai untuk tahun buku terkait dengan total IDR 1.050.883.246.681 atau IDR 22,781273 per saham, didasari laba bersih IDR 7.005.888.311.206, saldo laba ditahan IDR 4.553.827.402.284, dan total ekuitas IDR 45.041.573.610.475."
"21 Mei 2025
					17:45:33",Penyampaian Bukti Iklan Hasil RUPS [],BRIS,"BRIS menyampaikan bukti iklan ringkasan risalah RUPS Tahunan tahun buku terkait yang dimuat di situs web perseroan, bursa, dan kustodian sentral."
"27 Mei 2025
					15:13:25",Laporan Kesiapan Dana Untuk Pelunasan Sukuk Mudharabah Berlandaskan Keberlanjutan Berkelanjutan I Bank BSI Tahap I Tahun 2024 Seri A [],BRIS,"BRIS menyatakan kesiapan dana untuk pelunasan pokok Sukuk Mudharabah Berlandaskan Keberlanjutan Tahap terkait Seri A sebesar IDR 1.700.000.000.000 beserta bagi hasilnya, yang akan jatuh tempo pada periode terkait."
"28 Mei 2025
					17:40:30",Penyampaian Prospektus [],BRIS,"BRIS menyampaikan prospektus dan/atau term sheet yang telah disetujui otoritas terkait sehubungan dengan penawaran umum perdana, dengan lampiran informasi tambahan sukuk."
"02 Mei 2025
					14:24:39",Penyampaian Laporan Tahunan & Keberlanjutan dan ESG [],BRPT,"BRPT menyampaikan Laporan Tahunan dan Keberlanjutan/ESG tahun buku terkait, dengan total emisi GRK 5.785.301,46 tCO2e (Scope 1 1.477.861,13; Scope 2 433.100,33; Scope 3 3.874.340), konsumsi listrik 222.114.260.000.000 kWh, air 3.278,47 m3, dan limbah 5.175,35 ton."
"06 Mei 2025
					16:48:38",Penjelasan atas Pemberitaan Media Massa [],BRPT,"BRPT memberikan penjelasan atas pemberitaan media terkait rumor IPO, dengan klarifikasi dan informasi material merujuk lampiran."
"06 Mei 2025
					16:51:47",Laporan Bulanan Registrasi Pemegang Efek [],BRPT,"BRPT melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 93.747.218.044 lembar, pengendali 71,36%, free float 25.493.913.486 lembar (27,19%), dan jumlah pemegang saham turun 1.521 menjadi 78.807."
"13 Mei 2025
					13:35:17",Pemberitahuan Rencana Rapat Umum Pemegang Saham Tahunan dan Luar Biasa [],BRPT,"BRPT mengumumkan rencana RUPS Tahunan dan Luar Biasa untuk tahun buku terkait, dengan agenda dan lokasi yang akan diselenggarakan pada periode terkait."
"26 Mei 2025
					17:41:55",Penjelasan atas Volatilitas Transaksi [],BRPT,"BRPT menyampaikan penjelasan atas volatilitas transaksi efek, menyatakan tidak ada informasi material tambahan dan sedang mempersiapkan penerbitan obligasi berkelanjutan."
"28 Mei 2025
					16:57:44",Pemanggilan Rapat Umum Pemegang Saham Tahunan dan Luar Biasa [],BRPT,"BRPT menyampaikan pemanggilan RUPS Tahunan dan Luar Biasa dengan agenda antara lain persetujuan laporan tahunan, penggunaan laba bersih, penunjukan auditor, perubahan pengurus, remunerasi, laporan realisasi dana, dan perubahan anggaran dasar."
"07 Mei 2025
					13:28:44",Laporan Bulanan Registrasi Pemegang Efek [],CPIN,"CPIN melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 16.398.000.000 lembar, pengendali 55,53%, free float 5.598.982.590 lembar (34,14%), dan jumlah pemegang saham 16.863."
"22 Mei 2025
					10:49:17",Ringkasan Risalah Rapat Umum Para Pemegang Saham Tahunan [],CPIN,"CPIN menyelenggarakan RUPS Tahunan dengan kuorum 64,83%, menyetujui dividen tunai Rp108 per saham atau total Rp1.770.984.000.000, serta sisanya sebagai laba ditahan."
"22 Mei 2025
					11:09:31",Keterbukaan Informasi terkait Aksi Korporasi - Dividen Tunai - 22052025 [],CPIN,"CPIN mengumumkan dividen tunai tahun buku terkait sebesar Rp108 per saham atau total Rp1.770.984.000.000, didasari laba bersih Rp3.712.926.860.938, saldo laba ditahan Rp30.102.088.000.000, dan total ekuitas Rp30.288.922.000.000."
"01 Mei 2025
					00:27:18",Penyampaian Laporan Tahunan dan/atau Laporan Berkelanjutan dan ESG (KOREKSI) [],CTRA,CTRA menyampaikan koreksi penyampaian Laporan Tahunan dan/atau Laporan Keberlanjutan dan ESG untuk tahun buku terkait.
"01 Mei 2025
					00:49:58",Penyampaian Laporan Tahunan dan/atau Laporan Berkelanjutan dan ESG (KOREKSI) [],CTRA,"CTRA menyampaikan koreksi penyampaian Laporan Tahunan dan/atau Laporan Keberlanjutan dan ESG tahun buku terkait, dengan lampiran laporan."
"01 Mei 2025
					00:55:46",Penyampaian Laporan Tahunan & Keberlanjutan dan ESG [],CTRA,"CTRA menyampaikan Laporan Tahunan & Keberlanjutan/ESG tahun buku terkait dengan total emisi GRK 165.774 tCO2e (Scope 1 3.449; Scope 2 156.298; Scope 3 6.027), konsumsi listrik 195.372.667 kWh, air 36.832.000 m3, dan limbah 95.449 ton."
"02 Mei 2025
					17:54:03",Penyampaian Laporan Tahunan & Keberlanjutan dan ESG (KOREKSI) [],CTRA,"CTRA menyampaikan koreksi Laporan Tahunan & Keberlanjutan/ESG tahun buku terkait dengan data emisi GRK, energi, air, dan limbah yang sama seperti laporan sebelumnya."
"09 Mei 2025
					12:15:42",Laporan Bulanan Registrasi Pemegang Efek [],CTRA,"CTRA melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 18.535.695.255 lembar, free float 7.940.458.325 lembar (42,84%), dan jumlah pemegang saham 28.228; pengendali utama memiliki 53,314% saham."
"09 Mei 2025
					15:09:03",Pemberitahuan Rencana Rapat Umum Pemegang Saham Tahunan [],CTRA,"CTRA mengumumkan rencana RUPS Tahunan untuk tahun buku terkait, dengan lokasi dan tanggal pencatatan pemegang saham yang berhak hadir."
"26 Mei 2025
					13:22:24",Pemanggilan Rapat Umum Pemegang Saham Tahunan [],CTRA,"CTRA menyampaikan pemanggilan RUPS Tahunan dengan agenda persetujuan laporan tahunan dan keuangan, penggunaan laba bersih, penunjukan auditor, remunerasi, dan perubahan dewan komisaris akibat pengunduran diri seorang komisaris independen."
"07 Mei 2025
					18:23:29",Laporan Bulanan Registrasi Pemegang Efek [],ESSA,"ESSA melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 17.228.955.310 lembar, free float 9.294.109.033 lembar (53,95%), dan jumlah pemegang saham 14.381."
"06 Mei 2025
					08:03:59",Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],EXCL,"EXCL menyampaikan laporan keuangan interim triwulanan dengan total aset 84.836.528, pendapatan 8.601.177, dan laba 388.232."
"09 Mei 2025
					20:00:21",Laporan Bulanan Registrasi Pemegang Efek [],EXCL,"EXCL melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 18.199.862.451 lembar, free float 4.821.555.699 lembar (26,49%), dan jumlah pemegang saham 228.627."
