text-small,f-m-20,f-m-20 2,
"28 Nov 2025
					16:54:32",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AMMN,AMMRN melaporkan perubahan kepemilikan saham salah seorang komisaris yang menjual 6.500.000 saham atas alasan penataan kembali jaminan saham
"06 Nov 2025
					14:03:38",Laporan Bulanan Registrasi Pemegang Efek [],AMRT,Laporan Bulanan Registrasi Pemegang Efek AMRT menunjukkan penurunan jumlah saham scripless dimiliki oleh Afiliasi dari Pengendali kurang dari 5% sebanyak 1.725.300 saham dan penurunan jumlah pemegang saham sebanyak 329 pemegang
"05 Nov 2025
					20:43:16",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ANTM,ANTM melaporkan perubahan kepemilikan saham seorang direksi yang menjual 300 saham atas alasan trading 
"06 Nov 2025
					16:08:57",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],ANTM,ANTM memberitahukan rencana RUPSLB yang akan dilaksanakan pada bulan mendatang secara fisik
"06 Nov 2025
					17:03:35",Laporan Bulanan Registrasi Pemegang Efek [],ANTM,Laporan Bulanan Registrasi Pemegang Efek ANTM menunjukkan penurunan jumlah saham yang dipegang oleh seorang direksi sebesar 300 saham penurunan dan kenaikan minor pada pemegang saham Scrip dan Scripless serta kenaikan jumlah pemegang saham sebanyak 10.662 pemegang
"07 Nov 2025
					14:33:15",Penyampaian Bukti Iklan Pemberitahuan RUPS [],ANTM,"ANTM menyampaikan bukti iklan pemberitahuan RUPS melalui media stius web perseroan, situs web KSEI, situs web Bursa Efek Indonesia dan situs web ASX"
"10 Nov 2025
					19:57:58",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ANTM,ANTM melaporkan perubahan kepemilikan saham seorang direksi yang membeli 1.700 saham untuk trading 
"13 Nov 2025
					09:05:51",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ANTM,ANTM melaporkan perubahan kepemilikan saham seorang direksi yang membeli 1.800 saham untuk trading 
"19 Nov 2025
					16:16:03",Laporan Informasi atau Fakta Material [],ANTM,ANTM melaporkan berakhirnya masa jabatan seorang komisaris utama yang merangkap sebagai komisaris independen
"21 Nov 2025
					18:33:49",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],ANTM,"ANTM melakukan pemanggilan RUPSLB yang membahas persetujuan perubahan anggaran dasar perseroan, pelimpahan wewenang kepada dewan komisaris perseroan untuk memberikan persetujuan atas Rencana Kerja dan Anggaran Perusahaan (RKAP) dan Rencana Jangka Panjang Perusahaan (RJPP) tahun mendatang dan perubahan pengurus perseroan"
"24 Nov 2025
					18:28:26",Penyampaian Bukti Iklan Panggilan RUPS [],ANTM,"ANTM menyampaikan bukti iklan pemberitahuan RUPS melalui media stius web perseroan, situs web KSEI, situs web Bursa Efek Indonesia dan situs web ASX"
"28 Nov 2025
					15:32:07",ANTAM Raih Indonesian Circular Economy Awards [],ANTM,ANTM mendapatkan penghargaan Indonesian Circular Economy Awards tahun ini
"28 Nov 2025
					15:40:35","Konsisten Tingkatkan Layanan, ANTAM Raih Customer Service Quality Award []",ANTM,ANTM mendapatkan penghargaan Customer Service Quality Awards tahun ini
"28 Nov 2025
					17:49:03",ANTAM Tegaskan Komitmen Tata Kelola dengan Predikat Sangat Terpercaya CGPI [],ANTM,ANTM menyampaikan informasi rilis sebuah aritkel berjudul ANTAM Tegaskan Komitmen Tata Kelola dengan Predikat Sangat Terpercaya CGPI
"06 Nov 2025
					16:41:45",Laporan Bulanan Registrasi Pemegang Efek [],ARTO,Laporan Bulanan Registrasi Pemegang Efek ARTO menunjukkan penurunan pemegang saham sebanyak 2.316 pemegang
"21 Nov 2025
					14:03:25",Keterbukaan Informasi Jadwal Pelaksanaan Program MESOP Tahap I Periode II  dan Tahap II Periode II [],ARTO,
"07 Nov 2025
					16:38:28",Laporan Bulanan Registrasi Pemegang Efek [],ASII,Laporan Bulanan Registrasi Pemegang Efek ASII menunjukkan penurunan pemegang saham sebanyak 10.420 pemegang
"19 Nov 2025
					17:49:42",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],ASII,ASII memberikan ringkasan risalah RUPSLB yang membahas perubahan anggota dewan komisaris dan direksi
"21 Nov 2025
					17:06:22",Perubahan Komite Audit [],ASII,ASII melaporkan perubahan komite audit yang mengubah seorang anggota komite audit
"06 Nov 2025
					17:39:56",Laporan Bulanan Registrasi Pemegang Efek [],BBCA,"Laporan Bulanan Registrasi Pemegang Efek BBCA menunjukkan penurunan kepemilikan saham oleh seorang direksi sebanyak 100.000 saham, kenaikan kepemilikan saham Scripless dan saham treasury sebesar 0,001% dan penurunan jumlah pemegang saham sebesar 26.230 pemegang"
"21 Nov 2025
					17:16:58",Penyampaian Laporan Tahunan & Keberlanjutan dan ESG [],BBCA,"BBCA menyampaikan Laporan Tahunan & Keberlanjutan dan ESG yang memaparkan konsumsi sumber daya, emisi, kondisi lingkungan kerja dan tinjauan kinerja, kondisi finansial serta laporan manajemen"
"24 Nov 2025
					18:30:38",Jadwal Dividen Tunai Interim [],BBCA,BBCA memberikan jadwal dividen tunai interim dengan nilai Rp6.777.085.612.000 dan jumlah dividen per saham sebesar Rp55 
"06 Nov 2025
					16:19:40",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],BBNI,BBNI memberitahukan rencana RUPSLB yang akan dilakukan dalam bulan mendatang secara daring
"06 Nov 2025
					17:40:32",Penyampaian Bukti Iklan Pemberitahuan RUPS [],BBNI,"BBNI menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"10 Nov 2025
					17:53:53",Laporan Bulanan Registrasi Pemegang Efek [],BBNI,"Laporan Bulanan Registrasi Pemegang Efek BBNI menunjukkan kenaikan jumlah saham scripless dimiliki oleh Afiliasi dari Pengendali kurang dari 5% sebanyak 27.337.800 saham dan penurunan jumlah saham free float sebesar 0,07% serta penurunan jumlah pemegang saham sebanyak 3.586 pemegang"
"21 Nov 2025
					21:49:24",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],BBNI,"BBNI melakukan pemanggilan RUPSLB yang membahas perubahan anggaran dasar perseroan, delegasi kewenangan persetujuan rencana kerja dan anggaran perusahaan tahun depan, persetujuan hasil pengkinian dokumen rencana aksi pemulihan, dan pengukuhan pemberhentian anggota dewan komisaris"
"21 Nov 2025
					23:28:00",Penyampaian Bukti Iklan Panggilan RUPS [],BBNI,"BBNI menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"10 Nov 2025
					16:57:13",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],BBRI,BBRI memberitahukan rencana RUPSLB yang akan dilakukan dalam bulan mendatang secara daring
"10 Nov 2025
					17:58:14",Perubahan Struktur Pemegang Saham [],BBRI,"BBRI melaporkan perubahan struktur pemegang saham yang menunjukkan penurunan jumlah saham free float sebesar 0,04% dan kenaikan jumlah pemegang saham sebanyak 46.224 pemegang"
"11 Nov 2025
					16:55:42",Penyampaian Bukti Iklan Pemberitahuan RUPS [],BBRI,"BBRI menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"25 Nov 2025
					20:11:59",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],BBRI,"BBRI melakukan pemanggilan RUPSLB yang membahas perubahan anggaran dasar perseroan, delegasi kewenangan persetujuan rencana kerja dan anggaran perusahaan dan perubahan susunan pengurus perseroan"
"26 Nov 2025
					10:27:54",Penyampaian Bukti Iklan Panggilan RUPS [],BBRI,"BBRI menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"05 Nov 2025
					19:08:12",Pengunduran Diri Anggota Dewan Pengawas Syariah Perseroan [],BBTN,BBTN mengumumkan pengunduran diri anggota dewan pengawas syariah perseroan 
"07 Nov 2025
					19:31:34",Laporan Bulanan Registrasi Pemegang Efek [],BBTN,Laporan Bulanan Registrasi Pemegang Efek BBTN menunjukkan kenaikan pemegang saham sebanyak 4.268 pemegang
"13 Nov 2025
					16:14:28",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],BBTN,BBTN memberitahukan rencana RUPSLB yang akan dilakukan dalam bulan mendatang
"13 Nov 2025
					18:13:02",Perubahan Jadwal Rapat Umum Pemegang Saham Luar Biasa [],BBTN,BBTN mengumumkan perubahan jadwal RUPSLB bulan lalu yang akan dilakukan dalam 5 hari mendatang
"14 Nov 2025
					16:39:44",Penyampaian Bukti Iklan Pemberitahuan RUPS [],BBTN,"BBTN menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"14 Nov 2025
					16:40:03",Penyampaian Bukti Iklan Ralat Pemanggilan RUPS LB  [],BBTN,"BBTN menyampaikan bukti iklan ralat RUPSLB melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"19 Nov 2025
					22:14:33",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],BBTN,BBTN memberikan ringkasan risalah RUPSLB yang membahas persetujuan atas pemisahan unit usaha syariah dari perseroan dan persetujuan atas perubahan anggaran dasar perseroan akibat pemisahan unit usaha syariah
"20 Nov 2025
					20:14:20",Penyampaian Bukti Iklan Hasil RUPS [],BBTN,"BBTN menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"21 Nov 2025
					16:11:41",Penyampaian Prospektus [],BBTN,BBTN menyampaikan prospektus mengenai penawaran umum yang berkelanjutan yang didapatkan senilai Rp10 triliun dan Rp5 triliun
"24 Nov 2025
					21:39:15",Penyampaian Bukti Iklan Prospektus Ringkas Penawaran Umum Berkelanjutan Obligasi Berwawasan Sosial Berkelanjutan I dan Obligasi Subordinasi Berkelanjutan I [],BBTN,"BBTN menyampaikan bukti iklan prospektus ringkas penawaran umum berkelanjutan melalui media situs web perseroan, situs web Bursa Efek Indonesia, dan media cetak Media Indonesia"
"25 Nov 2025
					20:07:41",Informasi Kupon [],BBTN,"BBTN menginformasikan pembayaran kupon dengan nominal 6,000,000,000 untuk Obligasi Berkelanjutan IV"
"28 Nov 2025
					12:57:03",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],BBTN,BBTN melakukan pemanggilan RUPSLB yang membahas perubahan anggaran dasar perseroan dan delegasi kewenangan persetujuan rencana kerja dan anggaran perusahaan
"07 Nov 2025
					19:46:50",Laporan Bulanan Registrasi Pemegang Efek [],BMRI,"Laporan Bulanan Registrasi Pemegang Efek BMRI menunjukkan penurunan jumlah saham free float sebesar 0,38% dan penurunan jumlah pemegang saham sebanyak 3.370 pemegang"
"07 Nov 2025
					19:48:00",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],BMRI,BMRI melaporkan perubahan kepemilikan saham oleh seorang direksi yang membeli sejumlah 3.784 saham untuk menerima saham dalam rangka MSOP
"12 Nov 2025
					14:14:28",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],BMRI,BMRI memberitahukan rencana RUPSLB yang akan dilakukan dalam bulan mendatang secara elektronik
"12 Nov 2025
					20:37:38",Penyampaian Bukti Iklan Pemberitahuan RUPS [],BMRI,"BRMI menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"27 Nov 2025
					13:35:43",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],BMRI,"BMRI melakukan pemanggilan RUPSLB yang membahas perubahan anggaran dasar perseroan, delegasi kewenangan persetujuan rencana kerja dan anggaran perusahaan dan perubahan susunan pengurus perseroan"
"07 Nov 2025
					11:27:36",Laporan Bulanan Registrasi Pemegang Efek [],BRIS,Laporan Bulanan Registrasi Pemegang Efek BRIS menunjukkan kenaikan pemegang saham sebanyak 377 pemegang
"13 Nov 2025
					14:12:59",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],BRIS,BRIS memberitahukan rencana RUPSLB yang akan dilakukan dalam bulan mendatang 
"13 Nov 2025
					17:55:15",Penyampaian Bukti Iklan Pemberitahuan RUPS [],BRIS,"BRIS menyampaikan bukti iklan pemberitahuan RUPS melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"28 Nov 2025
					17:58:43",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],BRIS,BRIS melakukan pemanggilan RUPSLB yang membahas perubahan anggaran dasar perseroan dan delegasi kewenangan persetujuan rencana kerja dan anggaran perusahaan 
"05 Nov 2025
					16:41:01",Laporan Hasil Pemeringkatan Pemeringkatan Tahunan [],BRPT,BRPT memberikan laporan hasil pemeringkatan pemeringkatan tahunan yang dinilai positif
"06 Nov 2025
					16:20:17",Laporan Bulanan Registrasi Pemegang Efek [],BRPT,Laporan Bulanan Registrasi Pemegang Efek BRPT menunjukkan penurunan kepemilikan saham seorang direksi sebanyak 340.000 saham dan kenaikan minor kepemilikan saham scripless serta kenaikan jumlah pemegang saham sebanyak 5.817 pemegang
"07 Nov 2025
					16:20:01",Penyampaian Materi Public Expose - Tahunan [],BRPT,"BRPT menyampaikan materi public expose tahunan yang membahas infrastruktur, kondisi finansial, inisiatif pertumbuhan dan target keberlanjutan"
"14 Nov 2025
					16:45:06",Laporan Hasil Public Expose - Tahunan [],BRPT,BRPT melaporkan hasil public expose tahunan yang diikuti oleh 62 peserta 
"17 Nov 2025
					16:22:35",Informasi Pelunasan Efek [],BRPT,BRPT melaporkan pelunasan efek Obligasi Berkelanjutan I senilai Rp163.000.000.000
"06 Nov 2025
					14:01:51",Laporan Bulanan Registrasi Pemegang Efek [],CPIN,Laporan Bulanan Registrasi Pemegang Efek CPIN menunjukkan penurunan minor kepemilikan saham scripless dan penurunan jumlah pemegang saham sebanyak 1.333 pemegang
"18 Nov 2025
					14:57:58",Penjelasan atas Pemberitaan Media Massa [],CPIN,CPIN memberikan klarifikasi atas pemberitaan mengenai fasilitas produksi perusahaan yang terpapar radioaktif Cs-137
"10 Nov 2025
					10:09:06",Laporan Bulanan Registrasi Pemegang Efek [],CTRA,Laporan Bulanan Registrasi Pemegang Efek CTRA menunjukkan kenaikan pemegang saham sebanyak 1.717 pemegang
"07 Nov 2025
					15:35:02",Laporan Bulanan Registrasi Pemegang Efek [],EXCL,"Laporan Bulanan Registrasi Pemegang Efek EXCL menunjukkan kenaikan kepemilikan saham direksi sebanyak 500.000 saham, penurunan signifikan pemegang saham Scrip dan Scripless sebesar 0,143% dan 6,155%, kenaikan jumlah saham free float sebesar 6,15% dan kenaikan jumlah pemegang saham sebanyak 959 pemegang"
"11 Nov 2025
					04:53:01",Informasi Ijarah Fee [],EXCL,"EXCL menginformasikan pembayaran ijarah fee Sukuk Ijarah Berkelanjutan II seri D dan E sebesar Rp376,500,000 dan Rp672,100,000"
"11 Nov 2025
					04:53:45",Informasi Kupon [],EXCL,"EXCL menginformasikan pembayaran kupon Obligasi Berkelanjutan I sebesar Rp2,404,050,000"
"13 Nov 2025
					06:33:52",Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],EXCL,EXCL menyampaikan laporan keuangan interim yang menunjukkan pendapatan usaha Rp30.547.463 juta dan rugi periode berjalan sebesar Rp2.595.605 juta
"21 Nov 2025
					15:04:03",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],EXCL,EXCL memberikan ringkasan risalah RUPSLB yang membahas persetujuan penggunaan bagian dari saldo laba ditahan perseroan untuk dibagikan sebagai tambahan dividen tunai final
"21 Nov 2025
					16:06:11",Keterbukaan Informasi terkait Aksi Korporasi - Dividen Tunai [],EXCL,EXCL memberikan keterbukaan informasi terhadap dividen tunai sebesar Rp2.893.778.129.709 yang akan dibagikan dengan nilai Rp159 per saham
"07 Nov 2025
					16:32:27",Laporan Bulanan Registrasi Pemegang Efek [],GOTO,Laporan Bulanan Registrasi Pemegang Efek GOTO menunjukkan kenaikan jumlah saham free float sebanyak 30.000.000 saham dan kenaikan jumlah pemegang saham sebanyak 1.075 pemegang
"10 Nov 2025
					16:24:52",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],GOTO,GOTO memberitahukan rencana RUPSLB yang akan dilakukan dalam bulan mendatang
"11 Nov 2025
					08:34:50",Penjelasan atas Pemberitaan Media Massa [],GOTO,GOTO memberikan klarifikasi atas spekulasi merger dengan pihak Grab di media Kontan
"12 Nov 2025
					08:09:08",Informasi Material Lainnya [],GOTO,GOTO memberikan klarifikasi bahwa RUPSLB tidak berkaitan dengan spekulasi merger dengan pihak Grab
"19 Nov 2025
					08:08:24",Penjelasan atas Pemberitaan Media Massa [],GOTO,GOTO memberikan klarifikasi atas berita penggugatan atas merek yang dilakukan melalui media Tempo.co
"24 Nov 2025
					08:19:58",Keterbukaan Informasi sehubungan dengan Pengunduran Diri Anggota Direksi dan Dewan Komisaris PT GoTo Gojek Tokopedia Tbk [],GOTO,"GOTO melaporkan pengunduran diri anggota dewan dan direksi yang berupa direktur utama perseroan, anggota direksi lainnya dan anggota dewan komisaris atas alasan pribadi"
"25 Nov 2025
					16:44:39",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],GOTO,GOTO melakukan pemanggilan RUPSLB yang membahas pengunduran diri anggota dewan dan direksi serta pengangkatan anggota dewan dan direksi yang baru
"25 Nov 2025
					18:18:43",Penyampaian Bukti Iklan Panggilan RUPS [],GOTO,"GOTO menyampaikan bukti iklan panggilan RUPS melalui media situs web perseroan, situs web Bursa Efek Indonesia dan situs web KSEI"
"10 Nov 2025
					16:01:29",Laporan Bulanan Registrasi Pemegang Efek [],ICBP,Laporan Bulanan Registrasi Pemegang Efek ICBP menunjukkan kenaikan pemegang saham sebanyak 5.957 pemegang
"26 Nov 2025
					18:31:35",Penjelasan atas Volatilitas Transaksi [],ICBP,ICBP memberikan penjelasan atas volatilitas transaksi yang terjadi dan mengungkapkan bahwa perseroan tidak mengetahui alasan volatilitas yang terjadi
"04 Nov 2025
					15:17:26",Penerbitan SKS Pengganti Karena Saham Hilang PT Vale Indonesia Tbk [],INCO,INCO menerbitkan SKS pengganti karena saham hilang sebanyak 4.000 saham
"05 Nov 2025
					16:40:26",Penerbitan SKS Pengganti Karena Saham Hilang PT Vale Indonesia Tbk [],INCO,INCO menerbitkan SKS pengganti karena saham hilang sebanyak 4.000 saham
"07 Nov 2025
					17:12:34",Laporan Bulanan Registrasi Pemegang Efek [],INCO,Laporan Bulanan Registrasi Pemegang Efek INCO menunjukkan penurunan pemegang saham sebanyak 1.379 pemegang
"10 Nov 2025
					16:08:57",Laporan Bulanan Registrasi Pemegang Efek [],INDF,Laporan Bulanan Registrasi Pemegang Efek INDF menunjukkan kenaikan pemegang saham sebanyak 2.393 pemegang
"04 Nov 2025
					15:59:58",Laporan Bulanan Registrasi Pemegang Efek [],INKP,Laporan Bulanan Registrasi Pemegang Efek INKP menunjukkan penurunan pemegang saham sebanyak 678 pemegang
"10 Nov 2025
					15:31:37",Transaksi Afiliasi [],INKP,INKP melaporkan transaksi afiliasi sebuah anak perusahaan dengan PT Pindo Deli Pulp And Paper Mills atas objek transaksi berupa perpanjangan perjanjian sewa-menyewa senilai Rp3.249.500.000
"11 Nov 2025
					16:05:10",Transaksi Afiliasi [],INKP,INKP melaporkan transaksi afiliasi dengan PT The Univenus atas objek transaksi berupa Perjanjian sewa menyewa atas sebidang tanah senilai Rp237.000.000
"07 Nov 2025
					10:49:55",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ISAT,ISAT melaporkan perubahan kepemilikan saham seorang direksi yang membeli 1.047.500 saham untuk investasi jangka panjang
"10 Nov 2025
					11:54:26",Laporan Bulanan Registrasi Pemegang Efek [],ISAT,Laporan Bulanan Registrasi Pemegang Efek ISAT menunjukkan kenaikan pemegang saham sebanyak 39 pemegang
"14 Nov 2025
					12:35:10",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ISAT,ISAT melaporkan perubahan kepemilikan saham seorang direksi yang membeli 2.370.200 saham untuk investasi jangka panjang
"17 Nov 2025
					20:45:48",Kesiapan Pembayaran Obligasi Berkelanjutan I Indosat Tahap III dan Sukuk Ijarah Berkelanjutan I [],ISAT,ISAT menyampaikan kesiapan pembayaran Obligasi Berkelanjutan I Tahap III dan Sukuk Ijarah Berkelanjutan I 
"03 Nov 2025
					21:04:04",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],ITMG,ITMG memberikan ringkasan risalah RUPSLB yang membahas persetujuan atas pembelian kembali saham (buyback)
"04 Nov 2025
					17:31:57",Jadwal Dividen Tunai Interim [],ITMG,ITMG memberikan jadwal dividen tunai interim senilai USD50.041.086 dengan pembagian senilai Rp738 per saham
"10 Nov 2025
					10:18:01",Laporan Bulanan Registrasi Pemegang Efek [],ITMG,Laporan Bulanan Registrasi Pemegang Efek ITMG menunjukkan penurunan pemegang saham sebanyak 837 pemegang
"10 Nov 2025
					20:05:48",Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],ITMG,"Laporan Keuangan Interim ITMG menunjukkan pendapatan sebesar USD 1,37 miliar dan laba periode berjalan USD 134,16 juta, total aset sebesar USD 2,38 miliar serta total ekuitas sebesar USD 1,91 miliar"
"07 Nov 2025
					16:33:35",Laporan Bulanan Registrasi Pemegang Efek [],JPFA,"Laporan Bulanan Registrasi Pemegang Efek JPFA menunjukkan kenaikan kepemilikan saham oleh seorang komisaris sebanyak 200.000 saham dan penurunan minor saham free float sebesar 0,01% dan penurunan pemegang saham sebanyak 1.897 pemegang"
"05 Nov 2025
					11:34:11",Laporan Bulanan Registrasi Pemegang Efek [],JSMR,Laporan Bulanan Registrasi Pemegang Efek JSMR menunjukkan penurunan pemegang saham sebanyak 1.850 pemegang
"10 Nov 2025
					13:29:01",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],JSMR,JSMR memberitahukan rencana RUPSLB yang akan dilakukan dalam bulan mendatang secara elektronik
"20 Nov 2025
					17:12:21",Informasi Terkait Komisaris Independen Perseroan [],JSMR,JSMR melaporkan bahwa komisaris independen perseroan telah diangkat menjadi anggota komisaris independen PT Danareksa
"25 Nov 2025
					13:37:48",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],JSMR,"JSMR melakukan pemanggilan RUPSLB yang membahas perubahan anggaran dasar perseroan, delegasi kewenangan persetujuan rencana kerja dan anggaran perusahaan dan perubahan susunan pengurus perseroan"
"04 Nov 2025
					16:51:39",Perubahan Komite Nominasi dan Remunerasi Emiten atau Perusahaan Publik [],KLBF,KLBF melaporkan perubahan Komite Nominasi dan Renumerasi emiten 
"04 Nov 2025
					16:52:08",Perubahan Komite Audit [],KLBF,KLBF melaporkan perubahan komite audit yang mencatatkan perubahan anggota dari komite audit
"10 Nov 2025
					10:06:52",Laporan Bulanan Registrasi Pemegang Efek [],KLBF,"Laporan Bulanan Registrasi Pemegang Efek KLBF menunjukkan penurunan kepemilikan saham scripless, kenaikan jumlah saham treasury dan penurunan jumlah saham free float sebesar 0,05% serta kenaikan jumlah pemegang saham sebanyak 671 pemegang"
"26 Nov 2025
					21:01:10",Penjelasan atas Volatilitas Transaksi [],KLBF,KLBF memberikan penjelasan atas volatilitas transaksi yang terjadi dan mengungkapkan bahwa perseroan tidak mengetahui alasan volatilitas yang terjadi
"03 Nov 2025
					16:40:11",Penjelasan atas Volatilitas Transaksi [],MAPA,MAPA memberikan penjelasan atas volatilitas transaksi yang terjadi dan mengungkapkan bahwa perseroan tidak mengetahui alasan volatilitas yang terjadi
"04 Nov 2025
					13:00:01",Perubahan Alamat/Nomor Telepon/Fax/E-Mail/Website/NPWP/NPKP [],MAPA,MAPA melaporkan perubahan NPWP
"05 Nov 2025
					05:45:40",Perubahan Alamat/Nomor Telepon/Fax/E-Mail/Website/NPWP/NPKP (KOREKSI) [],MAPA,MAPA melaporkan perubahan Fax
"07 Nov 2025
					16:42:39",Laporan Bulanan Registrasi Pemegang Efek [],MAPA,Laporan Bulanan Registrasi Pemegang Efek MAPA menunjukkan penurunan pemegang saham sebanyak 2.098 pemegang
"05 Nov 2025
					05:26:50",Perubahan Alamat/Nomor Telepon/Fax/E-Mail/Website/NPWP/NPKP [],MAPI,MAPI melaporkan perubahan NPWP
"05 Nov 2025
					05:41:42",Perubahan Alamat/Nomor Telepon/Fax/E-Mail/Website/NPWP/NPKP (KOREKSI) [],MAPI,MAPI melaporkan perubahan NPKP
"07 Nov 2025
					16:39:04",Laporan Bulanan Registrasi Pemegang Efek [],MAPI,Laporan Bulanan Registrasi Pemegang Efek MAPI menunjukkan penurunan pemegang saham sebanyak 1.588 pemegang
"10 Nov 2025
					21:24:54",Laporan Bulanan Registrasi Pemegang Efek [],MBMA,Laporan Bulanan Registrasi Pemegang Efek MBMA menunjukkan kenaikan pemegang saham sebanyak 10.844 pemegang
